guionistas,titulo,pais,votos,votacion,nota
Brunello Rondi,"Fellini, ocho y medio (8½) ",Italia,21166.0,8.0,9
Guy Trosper,El hombre de Alcatraz ,Estados Unidos,6889.0,7.9,9
John Michael Hayes,La calumnia ,Estados Unidos,7875.0,7.8,9
Lillian Hellman,La calumnia ,Estados Unidos,7875.0,7.8,9
Lillian Hellman,La calumnia ,Estados Unidos,7875.0,7.8,9
Truman Capote,Suspense ,Reino Unido,8973.0,7.7,9
William Archibald,Suspense ,Reino Unido,8973.0,7.7,9
Henry James,Suspense ,Reino Unido,8973.0,7.7,9
Orson Welles,Sed de mal ,Estados Unidos,30266.0,8.2,9
Whit Masterson,Sed de mal ,Estados Unidos,30266.0,8.2,9
Richard Brooks,La gata sobre el tejado de zinc ,Estados Unidos,21954.0,8.0,9
James Poe,La gata sobre el tejado de zinc ,Estados Unidos,21954.0,8.0,9
Tennessee Williams,La gata sobre el tejado de zinc ,Estados Unidos,21954.0,8.0,9
Billy Wilder,Testigo de cargo ,Estados Unidos,44594.0,8.6,9
Harry Kurnitz,Testigo de cargo ,Estados Unidos,44594.0,8.6,9
Agatha Christie,Testigo de cargo ,Estados Unidos,44594.0,8.6,9
Ingmar Bergman,Fresas salvajes ,Suecia,21492.0,8.1,9
Joseph L. Mankiewicz,Eva al desnudo ,Estados Unidos,35552.0,8.4,9
Charles Brackett,El crepúsculo de los dioses ,Estados Unidos,47192.0,8.5,9
Billy Wilder,El crepúsculo de los dioses ,Estados Unidos,47192.0,8.5,9
D.M. Marshman Jr.,El crepúsculo de los dioses ,Estados Unidos,47192.0,8.5,9
Graham Greene,El tercer hombre ,Reino Unido,44457.0,8.2,9
Graham Greene,El tercer hombre ,Reino Unido,44457.0,8.2,9
Arthur Laurents,La soga ,Estados Unidos,36398.0,8.1,9
Hume Cronyn,La soga ,Estados Unidos,36398.0,8.1,9
Patrick Hamilton,La soga ,Estados Unidos,36398.0,8.1,9
Ben Hecht,Encadenados ,Estados Unidos,20536.0,8.1,9
Frances Goodrich,¡Qué bello es vivir! ,Estados Unidos,53788.0,8.2,9
Albert Hackett,¡Qué bello es vivir! ,Estados Unidos,53788.0,8.2,9
Frank Capra,¡Qué bello es vivir! ,Estados Unidos,53788.0,8.2,9
Dudley Nichols,Perversidad ,Estados Unidos,14087.0,8.2,9
Georges de La Fouchardière,Perversidad ,Estados Unidos,14087.0,8.2,9
André Mouézy-Éon,Perversidad ,Estados Unidos,14087.0,8.2,9
Edwin Justus Mayer,Ser o no ser ,Estados Unidos,35358.0,8.5,9
Melchior Lengyel,Ser o no ser ,Estados Unidos,35358.0,8.5,9
Charles Chaplin,El gran dictador ,Estados Unidos,85648.0,8.6,9
Robert E. Sherwood,Rebeca ,Estados Unidos,37621.0,8.2,9
Joan Harrison,Rebeca ,Estados Unidos,37621.0,8.2,9
Daphne Du Maurier,Rebeca ,Estados Unidos,37621.0,8.2,9
Charles Chaplin,Tiempos modernos ,Estados Unidos,63134.0,8.6,9
Robert Riskin,Sucedió una noche ,Estados Unidos,17158.0,7.9,9
Samuel Hopkins Adams,Sucedió una noche ,Estados Unidos,17158.0,7.9,9
Carl Mayer,El gabinete del doctor Caligari ,Alemania,20389.0,8.1,9
Hans Janowitz,El gabinete del doctor Caligari ,Alemania,20389.0,8.1,9
Brandon Cronenberg,Infinity Pool ,Canadá,1056.0,6.1,8
Tony Kushner,Los Fabelman ,Estados Unidos,8194.0,7.2,8
Steven Spielberg,Los Fabelman ,Estados Unidos,8194.0,7.2,8
Isabel Peña,As bestas ,España,26450.0,7.7,8
Rodrigo Sorogoyen,As bestas ,España,26450.0,7.7,8
Dan Kwan,Todo a la vez en todas partes ,Estados Unidos,23572.0,6.6,8
Daniel Scheinert,Todo a la vez en todas partes ,Estados Unidos,23572.0,6.6,8
Daniels,Todo a la vez en todas partes ,Estados Unidos,23572.0,6.6,8
David S. Goyer,El gabinete de curiosidades: La autopsia (TV),Estados Unidos,3241.0,6.5,8
Michael Shea,El gabinete de curiosidades: La autopsia (TV),Estados Unidos,3241.0,6.5,8
Carlota Pereda,Cerdita ,España,7756.0,5.8,8
Robert Eggers,El hombre del norte ,Estados Unidos,18778.0,6.5,8
Sjón Sigurdsson,El hombre del norte ,Estados Unidos,18778.0,6.5,8
Alfred Gough,Miércoles (Serie de TV),Estados Unidos,10939.0,6.7,8
Miles Millar,Miércoles (Serie de TV),Estados Unidos,10939.0,6.7,8
Kayla Alpert,Miércoles (Serie de TV),Estados Unidos,10939.0,6.7,8
April Blair,Miércoles (Serie de TV),Estados Unidos,10939.0,6.7,8
Matt Lambert,Miércoles (Serie de TV),Estados Unidos,10939.0,6.7,8
Charles Addams,Miércoles (Serie de TV),Estados Unidos,10939.0,6.7,8
Patrick Imbert,La cumbre de los dioses ,Francia,2824.0,7.2,8
Magali Pouzol,La cumbre de los dioses ,Francia,2824.0,7.2,8
Jean-Charles Ostorero,La cumbre de los dioses ,Francia,2824.0,7.2,8
Baku Yumemakura,La cumbre de los dioses ,Francia,2824.0,7.2,8
Jiro Taniguchi,La cumbre de los dioses ,Francia,2824.0,7.2,8
Icíar Bollaín,Maixabel ,España,12495.0,7.2,8
Isa Campo,Maixabel ,España,12495.0,7.2,8
Deborah Feldman,Unorthodox (Miniserie de TV),Alemania,18628.0,7.2,8
Daniel Hendler,Unorthodox (Miniserie de TV),Alemania,18628.0,7.2,8
Alexa Karolinski,Unorthodox (Miniserie de TV),Alemania,18628.0,7.2,8
Anna Thomson,Unorthodox (Miniserie de TV),Alemania,18628.0,7.2,8
Anna Winger,Unorthodox (Miniserie de TV),Alemania,18628.0,7.2,8
Deborah Feldman,Unorthodox (Miniserie de TV),Alemania,18628.0,7.2,8
Florian Zeller,El padre ,Reino Unido,15749.0,7.7,8
Christopher Hampton,El padre ,Reino Unido,15749.0,7.7,8
Florian Zeller,El padre ,Reino Unido,15749.0,7.7,8
David Zurdo,El desafío: ETA (Miniserie de TV),España,3238.0,7.8,8
Paco Limón,Sesión salvaje ,España,1422.0,6.9,8
Daniel Luis López,Sesión salvaje ,España,1422.0,6.9,8
Julio Cesar Sánchez,Sesión salvaje ,España,1422.0,6.9,8
Bong Joon-ho,Parásitos ,Corea del Sur,60535.0,8.0,8
Jin Won Han,Parásitos ,Corea del Sur,60535.0,8.0,8
Ari Aster,Midsommar ,Estados Unidos,26650.0,6.3,8
Pedro Almodóvar,Dolor y gloria ,España,31306.0,6.9,8
Charlie Brooker,Black Mirror: Hang the DJ (TV),Reino Unido,18876.0,7.5,8
Steven Knight,Taboo (Serie de TV),Reino Unido,9686.0,7.0,8
Tom Hardy,Taboo (Serie de TV),Reino Unido,9686.0,7.0,8
Chips Hardy,Taboo (Serie de TV),Reino Unido,9686.0,7.0,8
Mike McMahan,Rick y Morty: Cadena Rickpetua (TV),Estados Unidos,5244.0,8.2,8
Justin Roiland,Rick y Morty: Cadena Rickpetua (TV),Estados Unidos,5244.0,8.2,8
Dan Harmon,Rick y Morty: Cadena Rickpetua (TV),Estados Unidos,5244.0,8.2,8
Ronald D. Moore,Philip K. Dick's Electric Dreams: Real Life (TV),Reino Unido,1617.0,6.2,8
Philip K. Dick,Philip K. Dick's Electric Dreams: Real Life (TV),Reino Unido,1617.0,6.2,8
David E. Kelley,Big Little Lies (Serie de TV),Estados Unidos,22612.0,7.7,8
Matthew Tinker,Big Little Lies (Serie de TV),Estados Unidos,22612.0,7.7,8
Liane Moriarty,Big Little Lies (Serie de TV),Estados Unidos,22612.0,7.7,8
Ian B. Goldberg,La autopsia de Jane Doe ,Reino Unido,15611.0,6.2,8
Richard Naing,La autopsia de Jane Doe ,Reino Unido,15611.0,6.2,8
Makoto Shinkai,Your Name. ,Japón,26587.0,7.8,8
Alberto Casado,Pantomima Full (Serie de TV),España,755.0,7.1,8
Rober Bodegas,Pantomima Full (Serie de TV),España,755.0,7.1,8
Michael Schur,Black Mirror: Caída en picado (TV),Reino Unido,25050.0,7.4,8
Rashida Jones,Black Mirror: Caída en picado (TV),Reino Unido,25050.0,7.4,8
Charlie Brooker,Black Mirror: Caída en picado (TV),Reino Unido,25050.0,7.4,8
Richard Price,The Night Of (Miniserie de TV),Estados Unidos,19002.0,7.9,8
Steven Zaillian,The Night Of (Miniserie de TV),Estados Unidos,19002.0,7.9,8
Peter Moffat,The Night Of (Miniserie de TV),Estados Unidos,19002.0,7.9,8
Efthymis Filippou,Langosta ,Grecia,29190.0,6.6,8
Yorgos Lanthimos,Langosta ,Grecia,29190.0,6.6,8
Robert Eggers,La bruja ,Estados Unidos,28755.0,6.2,8
M. Night Shyamalan,La visita ,Estados Unidos,27705.0,5.9,8
Phil Hay,La invitación ,Estados Unidos,19708.0,6.3,8
Matt Manfredi,La invitación ,Estados Unidos,19708.0,6.3,8
Drew Dowdle,Así en la Tierra como en el Infierno ,Estados Unidos,5984.0,5.2,8
John Erick Dowdle,Así en la Tierra como en el Infierno ,Estados Unidos,5984.0,5.2,8
Xavier Dolan,Mommy ,Canadá,16674.0,7.4,8
Will Collins,La canción del mar ,Irlanda,9943.0,7.6,8
Tomm Moore,La canción del mar ,Irlanda,9943.0,7.6,8
Michael Spierig,Predestination ,Australia,19341.0,6.4,8
Peter Spierig,Predestination ,Australia,19341.0,6.4,8
The Spierig Brothers,Predestination ,Australia,19341.0,6.4,8
Robert A. Heinlein,Predestination ,Australia,19341.0,6.4,8
Dan Gilroy,Nightcrawler ,Estados Unidos,43566.0,7.3,8
Amalia Levari,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Patrick McHale,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Tom Herpich,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Natasha Allegri,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Zac Gorman,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Steve Wolfhard,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Katie Krentz,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Bert Youn,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Jim Campbell,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Mark Bodnar,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Nick Edwards,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Steve McLeod,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Vi-Dieu Nguyen,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Laura Park,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Aaron Renier,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Cole Sanchez,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Pendleton Ward,Más allá del jardín (Miniserie de TV),Estados Unidos,6141.0,8.0,8
Mark Aldridge,Utopia (Serie de TV),Reino Unido,21372.0,7.6,8
Dennis Kelly,Utopia (Serie de TV),Reino Unido,21372.0,7.6,8
Huw Kennair-Jones,Utopia (Serie de TV),Reino Unido,21372.0,7.6,8
Clare McDonald,Utopia (Serie de TV),Reino Unido,21372.0,7.6,8
Aaron Guzikowski,Prisioneros ,Estados Unidos,60268.0,7.6,8
Charlie Brooker,Black Mirror: Oso blanco (TV),Reino Unido,32062.0,7.4,8
Richard Linklater,Antes del anochecer ,Estados Unidos,26625.0,7.3,8
Julie Delpy,Antes del anochecer ,Estados Unidos,26625.0,7.3,8
Ethan Hawke,Antes del anochecer ,Estados Unidos,26625.0,7.3,8
John Askew,Términos y condiciones de uso ,Estados Unidos,261.0,6.9,8
Michael Arndt,Los juegos del hambre: En llamas ,Estados Unidos,57204.0,6.4,8
Simon Beaufoy,Los juegos del hambre: En llamas ,Estados Unidos,57204.0,6.4,8
Suzanne Collins,Los juegos del hambre: En llamas ,Estados Unidos,57204.0,6.4,8
Charlie Brooker,Black Mirror: Ahora mismo vuelvo (TV),Reino Unido,36162.0,7.4,8
David O. Russell,El lado bueno de las cosas ,Estados Unidos,65128.0,6.6,8
Matthew Quick,El lado bueno de las cosas ,Estados Unidos,65128.0,6.6,8
William Nicholson,Los miserables ,Reino Unido,43455.0,7.2,8
Claude-Michel Schönberg,Los miserables ,Reino Unido,43455.0,7.2,8
Alain Boublil,Los miserables ,Reino Unido,43455.0,7.2,8
Victor Hugo,Los miserables ,Reino Unido,43455.0,7.2,8
Alejandro Monreal,El vendedor de humo (C),España,3905.0,6.7,8
María Barbadillo,El vendedor de humo (C),España,3905.0,6.7,8
James L. Brooks,El día más largo de Maggie (C),Estados Unidos,6946.0,6.6,8
Matt Groening,El día más largo de Maggie (C),Estados Unidos,6946.0,6.6,8
Al Jean,El día más largo de Maggie (C),Estados Unidos,6946.0,6.6,8
David Mirkin,El día más largo de Maggie (C),Estados Unidos,6946.0,6.6,8
Joel H. Cohen,El día más largo de Maggie (C),Estados Unidos,6946.0,6.6,8
Michael Price,El día más largo de Maggie (C),Estados Unidos,6946.0,6.6,8
Matt Groening,El día más largo de Maggie (C),Estados Unidos,6946.0,6.6,8
Stephen Chbosky,Las ventajas de ser un marginado ,Estados Unidos,39404.0,7.1,8
Stephen Chbosky,Las ventajas de ser un marginado ,Estados Unidos,39404.0,7.1,8
Gary Ross,Los juegos del hambre ,Estados Unidos,83322.0,6.2,8
Suzanne Collins,Los juegos del hambre ,Estados Unidos,83322.0,6.2,8
Billy Ray,Los juegos del hambre ,Estados Unidos,83322.0,6.2,8
Suzanne Collins,Los juegos del hambre ,Estados Unidos,83322.0,6.2,8
Zoe Kazan,Ruby Sparks ,Estados Unidos,19499.0,6.8,8
Fernando Cortizo,El apóstol ,España,2477.0,6.7,8
Terrence Malick,El árbol de la vida ,Estados Unidos,51696.0,5.9,8
Tate Taylor,Criadas y señoras ,Estados Unidos,50480.0,7.5,8
Kathryn Stockett,Criadas y señoras ,Estados Unidos,50480.0,7.5,8
Joss Whedon,La cabaña en el bosque ,Estados Unidos,33669.0,6.1,8
Drew Goddard,La cabaña en el bosque ,Estados Unidos,33669.0,6.1,8
Nic Stacey,Todo y nada (Miniserie de TV),Reino Unido,293.0,8.0,8
Carl Lund,El profesor (Detachment) ,Estados Unidos,14461.0,6.9,8
Paul Abbott,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
John Wells,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
Nancy Pimental,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
Alex Borstein,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
Cindy Caponera,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
Etan Frankel,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
Dominique Morisseau,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
LaToya Morgan,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
Sheila Callaghan,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
Lisa Morales,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
Davey Holmes,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
Krista Vernoff,Shameless (Serie de TV),Estados Unidos,16427.0,7.8,8
Alex Garland,Nunca me abandones ,Reino Unido,19412.0,6.5,8
Kazuo Ishiguro,Nunca me abandones ,Reino Unido,19412.0,6.5,8
Eduardo Sacheri,El secreto de sus ojos ,Argentina,86857.0,8.1,8
Juan José Campanella,El secreto de sus ojos ,Argentina,86857.0,8.1,8
Eduardo Sacheri,El secreto de sus ojos ,Argentina,86857.0,8.1,8
Adam Elliot,Mary and Max ,Australia,23838.0,8.1,8
Peter Sohn,Parcialmente nublado (C),Estados Unidos,17425.0,7.6,8
Quentin Tarantino,Malditos bastardos ,Estados Unidos,155603.0,7.8,8
Neill Blomkamp,Distrito 9 ,Sudáfrica,81792.0,6.8,8
Terri Tatchell,Distrito 9 ,Sudáfrica,81792.0,6.8,8
Bob Peterson,Up ,Estados Unidos,143066.0,7.9,8
Pete Docter,Up ,Estados Unidos,143066.0,7.9,8
Bob Peterson,Up ,Estados Unidos,143066.0,7.9,8
Pete Docter,Up ,Estados Unidos,143066.0,7.9,8
Tom McCarthy,Up ,Estados Unidos,143066.0,7.9,8
Doug Sweetland,Presto (C),Estados Unidos,13322.0,7.5,8
Ted Mathot,Presto (C),Estados Unidos,13322.0,7.5,8
Valerie LaPointe,Presto (C),Estados Unidos,13322.0,7.5,8
Justin Wright,Presto (C),Estados Unidos,13322.0,7.5,8
John Ajvide Lindqvist,Déjame entrar ,Suecia,59461.0,7.3,8
John Ajvide Lindqvist,Déjame entrar ,Suecia,59461.0,7.3,8
Andrew Stanton,WALL•E ,Estados Unidos,129027.0,7.9,8
Jim Reardon,WALL•E ,Estados Unidos,129027.0,7.9,8
Andrew Stanton,WALL•E ,Estados Unidos,129027.0,7.9,8
Pete Docter,WALL•E ,Estados Unidos,129027.0,7.9,8
Ronaldo Del Carmen,WALL•E ,Estados Unidos,129027.0,7.9,8
Jérémy Clapin,Skhizein (C),Francia,6735.0,7.5,8
Stéphane Piera,Skhizein (C),Francia,6735.0,7.5,8
James Vanderbilt,Zodiac ,Estados Unidos,68516.0,6.8,8
Robert Graysmith,Zodiac ,Estados Unidos,68516.0,6.8,8
Steven Knight,Promesas del este ,Reino Unido,58367.0,7.4,8
Steven Zaillian,American Gangster ,Estados Unidos,77166.0,7.6,8
Christopher Nolan,El truco final (El prestigio) ,Estados Unidos,96108.0,7.4,8
Jonathan Nolan,El truco final (El prestigio) ,Estados Unidos,96108.0,7.4,8
Christopher Priest,El truco final (El prestigio) ,Estados Unidos,96108.0,7.4,8
Pedro Almodóvar,Volver ,España,71652.0,7.1,8
Andrew Jiménez,El hombre orquesta (C),Estados Unidos,8503.0,7.0,8
Mark Andrews,El hombre orquesta (C),Estados Unidos,8503.0,7.0,8
Frank Miller,Sin City (Ciudad del pecado) ,Estados Unidos,120650.0,7.4,8
Robert Rodriguez,Sin City (Ciudad del pecado) ,Estados Unidos,120650.0,7.4,8
Frank Miller,Sin City (Ciudad del pecado) ,Estados Unidos,120650.0,7.4,8
Lilly Wachowski,V de Vendetta ,Estados Unidos,130936.0,7.5,8
Lana Wachowski,V de Vendetta ,Estados Unidos,130936.0,7.5,8
Alan Moore,V de Vendetta ,Estados Unidos,130936.0,7.5,8
Larry McMurtry,Brokeback Mountain (En terreno vedado) ,Estados Unidos,78578.0,7.0,8
Diana Ossana,Brokeback Mountain (En terreno vedado) ,Estados Unidos,78578.0,7.0,8
E. Annie Proulx,Brokeback Mountain (En terreno vedado) ,Estados Unidos,78578.0,7.0,8
Josh Olson,Una historia de violencia ,Estados Unidos,58701.0,7.1,8
John Wagner,Una historia de violencia ,Estados Unidos,58701.0,7.1,8
Vince Locke,Una historia de violencia ,Estados Unidos,58701.0,7.1,8
Hayao Miyazaki,El castillo ambulante ,Japón,59390.0,7.8,8
Diana Wynne Jones,El castillo ambulante ,Japón,59390.0,7.8,8
Eric Bress,El efecto mariposa ,Estados Unidos,105738.0,7.3,8
J. Mackye Gruber,El efecto mariposa ,Estados Unidos,105738.0,7.3,8
Paul Haggis,Million Dollar Baby ,Estados Unidos,166100.0,8.0,8
"""F.X. O'Toole""",Million Dollar Baby ,Estados Unidos,166100.0,8.0,8
David N. Weiss,Shrek 2 ,Estados Unidos,130973.0,7.0,8
David N. Weiss,Shrek 2 ,Estados Unidos,130973.0,7.0,8
J. David Stem,Shrek 2 ,Estados Unidos,130973.0,7.0,8
William Steig,Shrek 2 ,Estados Unidos,130973.0,7.0,8
Scott Kosar,El maquinista ,España,54370.0,7.1,8
Christophe Barratier,Los chicos del coro ,Francia,84601.0,7.6,8
Philippe Lopes-Curval,Los chicos del coro ,Francia,84601.0,7.6,8
Leigh Whannell,Saw ,Estados Unidos,106083.0,7.2,8
James Wan,Saw ,Estados Unidos,106083.0,7.2,8
Leigh Whannell,Saw ,Estados Unidos,106083.0,7.2,8
Salvador Dalí,Destino. El encuentro de dos grandes genios (C),Estados Unidos,2377.0,6.9,8
John Hench,Destino. El encuentro de dos grandes genios (C),Estados Unidos,2377.0,6.9,8
Andrew Stanton,Buscando a Nemo ,Estados Unidos,142625.0,7.5,8
Bob Peterson,Buscando a Nemo ,Estados Unidos,142625.0,7.5,8
David Reynolds,Buscando a Nemo ,Estados Unidos,142625.0,7.5,8
Bud Luckey,Saltando (C),Estados Unidos,4199.0,6.0,8
Isabel Coixet,Mi vida sin mí ,España,58656.0,7.6,8
Nanci Kincaid,Mi vida sin mí ,España,58656.0,7.6,8
Ronald Harwood,El pianista ,Reino Unido,152432.0,8.2,8
Wladyslaw Szpilman,El pianista ,Reino Unido,152432.0,8.2,8
David Self,Camino a la perdición ,Estados Unidos,83563.0,7.6,8
Max Allan Collins,Camino a la perdición ,Estados Unidos,83563.0,7.6,8
Richard Piers Rayner,Camino a la perdición ,Estados Unidos,83563.0,7.6,8
Jeff Nathanson,Atrápame si puedes ,Estados Unidos,88390.0,7.3,8
Frank W. Abagnale,Atrápame si puedes ,Estados Unidos,88390.0,7.3,8
Stan Redding,Atrápame si puedes ,Estados Unidos,88390.0,7.3,8
Ehren Kruger,The Ring (La señal) ,Estados Unidos,75819.0,6.4,8
Kôji Suzuki,The Ring (La señal) ,Estados Unidos,75819.0,6.4,8
Pedro Almodóvar,Hable con ella ,España,55253.0,7.1,8
Guillaume Laurant,Amélie ,Francia,156995.0,7.8,8
Jean-Pierre Jeunet,Amélie ,Francia,156995.0,7.8,8
Andrew Stanton,"Monstruos, S.A. ",Estados Unidos,144072.0,7.6,8
Daniel Gerson,"Monstruos, S.A. ",Estados Unidos,144072.0,7.6,8
Ralph Eggleston,"Monstruos, S.A. ",Estados Unidos,144072.0,7.6,8
Pete Docter,"Monstruos, S.A. ",Estados Unidos,144072.0,7.6,8
Jill Culton,"Monstruos, S.A. ",Estados Unidos,144072.0,7.6,8
Jeff Pidgeon,"Monstruos, S.A. ",Estados Unidos,144072.0,7.6,8
Jessie Nelson,Yo soy Sam ,Estados Unidos,37948.0,7.4,8
Kristine Johnson,Yo soy Sam ,Estados Unidos,37948.0,7.4,8
Alejandro Amenábar,Los otros ,España,149560.0,7.5,8
Manuel Harlan,"Stanley Kubrick, una vida en imágenes ",Estados Unidos,2793.0,7.2,8
Fran Walsh,El señor de los anillos: La comunidad del anillo ,Nueva Zelanda,191813.0,8.0,8
Philippa Boyens,El señor de los anillos: La comunidad del anillo ,Nueva Zelanda,191813.0,8.0,8
Peter Jackson,El señor de los anillos: La comunidad del anillo ,Nueva Zelanda,191813.0,8.0,8
J.R.R. Tolkien,El señor de los anillos: La comunidad del anillo ,Nueva Zelanda,191813.0,8.0,8
William Broyles Jr.,Náufrago ,Estados Unidos,85477.0,7.2,8
Lee Hall,Billy Elliot (Quiero bailar) ,Reino Unido,71470.0,7.4,8
Frank Darabont,La milla verde ,Estados Unidos,108208.0,7.9,8
Stephen King,La milla verde ,Estados Unidos,108208.0,7.9,8
Josef Rusnak,Nivel 13 ,Estados Unidos,12498.0,6.6,8
Ravel Centeno Rodríguez,Nivel 13 ,Estados Unidos,12498.0,6.6,8
Daniel Galouye,Nivel 13 ,Estados Unidos,12498.0,6.6,8
David Cronenberg,eXistenZ ,Canadá,13493.0,6.2,8
Lilly Wachowski,Matrix ,Estados Unidos,195470.0,7.9,8
Lana Wachowski,Matrix ,Estados Unidos,195470.0,7.9,8
Alex Proyas,Dark City ,Estados Unidos,27807.0,6.9,8
Lem Dobbs,Dark City ,Estados Unidos,27807.0,6.9,8
David S. Goyer,Dark City ,Estados Unidos,27807.0,6.9,8
Peter Farrelly,Algo pasa con Mary ,Estados Unidos,155672.0,6.2,8
Bobby Farrelly,Algo pasa con Mary ,Estados Unidos,155672.0,6.2,8
Ed Decter,Algo pasa con Mary ,Estados Unidos,155672.0,6.2,8
John J. Strauss,Algo pasa con Mary ,Estados Unidos,155672.0,6.2,8
Andrew Niccol,El show de Truman ,Estados Unidos,124766.0,7.7,8
Robert Rodat,Salvar al soldado Ryan ,Estados Unidos,140998.0,7.8,8
Michael Haneke,Funny Games ,Austria,41919.0,7.4,8
Alejandro Amenábar,Abre los ojos ,España,71314.0,7.3,8
Mateo Gil,Abre los ojos ,España,71314.0,7.3,8
Roberto Benigni,La vida es bella ,Italia,191169.0,8.5,8
Vincenzo Cerami,La vida es bella ,Italia,191169.0,8.5,8
Vincenzo Natali,Cube ,Canadá,74630.0,7.0,8
Andre Bijelic,Cube ,Canadá,74630.0,7.0,8
Graeme Manson,Cube ,Canadá,74630.0,7.0,8
Barry Levinson,Sleepers ,Estados Unidos,46298.0,7.4,8
Lorenzo Carcaterra,Sleepers ,Estados Unidos,46298.0,7.4,8
John Hodge,Trainspotting ,Reino Unido,136641.0,8.1,8
Irvine Welsh,Trainspotting ,Reino Unido,136641.0,8.1,8
Christopher McQuarrie,Sospechosos habituales ,Estados Unidos,86237.0,8.0,8
Joss Whedon,Toy Story ,Estados Unidos,159007.0,7.7,8
Andrew Stanton,Toy Story ,Estados Unidos,159007.0,7.7,8
Joel Cohen,Toy Story ,Estados Unidos,159007.0,7.7,8
Alec Sokolow,Toy Story ,Estados Unidos,159007.0,7.7,8
None,Toy Story ,Estados Unidos,159007.0,7.7,8
Pedro Almodóvar,La flor de mi secreto ,España,10644.0,6.3,8
Richard LaGravenese,Los puentes de Madison ,Estados Unidos,76553.0,7.5,8
