guionistas,titulo,pais,votos,votacion,nota
Colin Welland,Carros de fuego ,Reino Unido,31376.0,7.1,5
Peter Hyams,Atmósfera cero ,Reino Unido,20419.0,6.7,5
John Carpenter,1997: Rescate en Nueva York ,Estados Unidos,29496.0,6.1,5
Nick Castle,1997: Rescate en Nueva York ,Estados Unidos,29496.0,6.1,5
William Gray,Al final de la escalera ,Canadá,27661.0,7.2,5
Diana Maddox,Al final de la escalera ,Canadá,27661.0,7.2,5
Russell Hunter,Al final de la escalera ,Canadá,27661.0,7.2,5
F. Fujio Fujiko,"Doraemon, el gato cósmico (Serie de TV)",Japón,33222.0,6.0,5
Motoo Abiko,"Doraemon, el gato cósmico (Serie de TV)",Japón,33222.0,6.0,5
F. Fujio Fujiko,"Doraemon, el gato cósmico (Serie de TV)",Japón,33222.0,6.0,5
Terry Gilliam,La vida de Brian ,Reino Unido,112846.0,7.9,5
John Cleese,La vida de Brian ,Reino Unido,112846.0,7.9,5
Michael Palin,La vida de Brian ,Reino Unido,112846.0,7.9,5
Graham Chapman,La vida de Brian ,Reino Unido,112846.0,7.9,5
Eric Idle,La vida de Brian ,Reino Unido,112846.0,7.9,5
Terry Jones,La vida de Brian ,Reino Unido,112846.0,7.9,5
John Carpenter,La noche de Halloween ,Estados Unidos,28631.0,6.7,5
Debra Hill,La noche de Halloween ,Estados Unidos,28631.0,6.7,5
Larry Clemmons,Los rescatadores ,Estados Unidos,28337.0,6.2,5
Ken Anderson,Los rescatadores ,Estados Unidos,28337.0,6.2,5
Vance Gerry,Los rescatadores ,Estados Unidos,28337.0,6.2,5
Frank Thomas,Los rescatadores ,Estados Unidos,28337.0,6.2,5
David Michener,Los rescatadores ,Estados Unidos,28337.0,6.2,5
Ted Berman,Los rescatadores ,Estados Unidos,28337.0,6.2,5
Fred Lucky,Los rescatadores ,Estados Unidos,28337.0,6.2,5
Burny Mattinson,Los rescatadores ,Estados Unidos,28337.0,6.2,5
Dick Sebast,Los rescatadores ,Estados Unidos,28337.0,6.2,5
Narciso Ibáñez Serrador,¿Quién puede matar a un niño? ,España,13134.0,7.2,5
Juan José Plans,¿Quién puede matar a un niño? ,España,13134.0,7.2,5
Jim Sharman,The Rocky Horror Picture Show ,Reino Unido,37578.0,7.0,5
"""Richard O'Brien""",The Rocky Horror Picture Show ,Reino Unido,37578.0,7.0,5
Tonino Guerra,Amarcord ,Italia,19483.0,8.0,5
Federico Fellini,Amarcord ,Italia,19483.0,8.0,5
Ingmar Bergman,Gritos y susurros ,Suecia,9321.0,7.7,5
Ingmar Bergman,La hora del lobo ,Suecia,6480.0,7.4,5
Carlos Saura,Peppermint Frappé ,España,2097.0,6.6,5
Rafael Azcona,Peppermint Frappé ,España,2097.0,6.6,5
Angelino Fons,Peppermint Frappé ,España,2097.0,6.6,5
Carlos Saura,Peppermint Frappé ,España,2097.0,6.6,5
Martin Scorsese,The Big Shave (C),Estados Unidos,3402.0,5.7,5
,El correcaminos (Serie de TV),Estados Unidos,23650.0,7.0,5
François Truffaut,Fahrenheit 451 ,Reino Unido,19756.0,7.3,5
Jean-Louis Richard,Fahrenheit 451 ,Reino Unido,19756.0,7.3,5
Ray Bradbury,Fahrenheit 451 ,Reino Unido,19756.0,7.3,5
Arthur Weiss,Mi amigo Flipper ,Estados Unidos,938.0,4.4,5
Ricou Browning,Mi amigo Flipper ,Estados Unidos,938.0,4.4,5
Jack Cowden,Mi amigo Flipper ,Estados Unidos,938.0,4.4,5
Luis Buñuel,El ángel exterminador ,México,25594.0,8.0,5
Luis Alcoriza,El ángel exterminador ,México,25594.0,8.0,5
Charles B. Griffith,La pequeña tienda de los horrores ,Estados Unidos,21266.0,6.7,5
Howard Sackler,Fear and desire (Miedo y deseo) ,Estados Unidos,2006.0,5.5,5
Frank S. Nugent,El hombre tranquilo ,Estados Unidos,30229.0,8.0,5
John Ford,El hombre tranquilo ,Estados Unidos,30229.0,8.0,5
Maurice Walsh,El hombre tranquilo ,Estados Unidos,30229.0,8.0,5
Stanley Kubrick,Flying Padre (C),Estados Unidos,840.0,4.8,5
George H. Plympton,Superman (Miniserie de TV),Estados Unidos,93.0,6.2,5
Joseph F. Poland,Superman (Miniserie de TV),Estados Unidos,93.0,6.2,5
Arthur Hoerl,Superman (Miniserie de TV),Estados Unidos,93.0,6.2,5
Lewis Clay,Superman (Miniserie de TV),Estados Unidos,93.0,6.2,5
Royal K. Cole,Superman (Miniserie de TV),Estados Unidos,93.0,6.2,5
Jerry Siegel,Superman (Miniserie de TV),Estados Unidos,93.0,6.2,5
Joe Shuster,Superman (Miniserie de TV),Estados Unidos,93.0,6.2,5
Larry Morey,Bambi ,Estados Unidos,73067.0,6.6,5
Felix Salten,Bambi ,Estados Unidos,73067.0,6.6,5
,El gato con botas (C),Estados Unidos,99.0,4.5,5
,Los músicos de Bremen (C),Estados Unidos,92.0,4.6,5
,El dirigible fantástico (C),Francia,165.0,5.1,5
,Llegada del tren a la estación de La Ciotat (C),Francia,6416.0,6.6,5
,Salida de los obreros de la fábrica Lumière (C),Francia,5213.0,6.3,5
Carla Simón,Alcarràs ,España,11868.0,6.8,4
Arnau Vilaró,Alcarràs ,España,11868.0,6.8,4
M. Night Shyamalan,Tiempo ,Estados Unidos,19252.0,5.6,4
Pierre-Oscar Lévy,Tiempo ,Estados Unidos,19252.0,5.6,4
Frederick Peeters,Tiempo ,Estados Unidos,19252.0,5.6,4
Hwang Dong-hyuk,El juego del calamar (Serie de TV),Corea del Sur,32227.0,7.0,4
Phil Graziadei,La calle del terror. Parte 1: 1994 ,Estados Unidos,7142.0,5.4,4
Leigh Janiak,La calle del terror. Parte 1: 1994 ,Estados Unidos,7142.0,5.4,4
R.L. Stine,La calle del terror. Parte 1: 1994 ,Estados Unidos,7142.0,5.4,4
Phil Graziadei,La calle del terror (Miniserie de TV),Estados Unidos,1607.0,6.1,4
Roberto Patino,La calle del terror (Miniserie de TV),Estados Unidos,1607.0,6.1,4
Leigh Janiak,La calle del terror (Miniserie de TV),Estados Unidos,1607.0,6.1,4
R.L. Stine,La calle del terror (Miniserie de TV),Estados Unidos,1607.0,6.1,4
Leigh Janiak,La calle del terror. Parte 2: 1978 ,Estados Unidos,5753.0,6.0,4
Roberto Patino,La calle del terror. Parte 2: 1978 ,Estados Unidos,5753.0,6.0,4
R.L. Stine,La calle del terror. Parte 2: 1978 ,Estados Unidos,5753.0,6.0,4
Rob Hayes,Gretel y Hansel: Un oscuro cuento de hadas ,Canadá,5241.0,5.0,4
Wilhelm Grimm,Gretel y Hansel: Un oscuro cuento de hadas ,Canadá,5241.0,5.0,4
Jacob Grimm,Gretel y Hansel: Un oscuro cuento de hadas ,Canadá,5241.0,5.0,4
Seth Larney,2067 ,Australia,1899.0,4.0,4
Dave Paterson,2067 ,Australia,1899.0,4.0,4
Galvin Scott Davis,2067 ,Australia,1899.0,4.0,4
Gareth Davies,2067 ,Australia,1899.0,4.0,4
Carlos Bianchi,Urubú ,España,264.0,3.3,4
Alejandra Heredia,Urubú ,España,264.0,3.3,4
Alejandro Ibáñez,Urubú ,España,264.0,3.3,4
Dave Kajganich,Cementerio de animales ,Estados Unidos,8931.0,5.0,4
Jeff Buhler,Cementerio de animales ,Estados Unidos,8931.0,5.0,4
Stephen King,Cementerio de animales ,Estados Unidos,8931.0,5.0,4
Matt Greenberg,Cementerio de animales ,Estados Unidos,8931.0,5.0,4
Eugene B. Rhee,A pesar de todo ,España,5583.0,3.8,4
Helena Rhee,A pesar de todo ,España,5583.0,3.8,4
Gabriela Tagliavini,A pesar de todo ,España,5583.0,3.8,4
Eric Charles Wilkinson,A pesar de todo ,España,5583.0,3.8,4
Gary Dauberman,La monja ,Estados Unidos,11921.0,4.3,4
James Wan,La monja ,Estados Unidos,11921.0,4.3,4
Gary Dauberman,La monja ,Estados Unidos,11921.0,4.3,4
Brian Hayes Currie,Green Book ,Estados Unidos,49428.0,7.6,4
Peter Farrelly,Green Book ,Estados Unidos,49428.0,7.6,4
Nick Vallelonga,Green Book ,Estados Unidos,49428.0,7.6,4
Edgar Wright,Baby Driver ,Reino Unido,31183.0,6.5,4
John Pollono,Más fuerte que el destino ,Estados Unidos,2763.0,5.9,4
Jeff Bauman,Más fuerte que el destino ,Estados Unidos,2763.0,5.9,4
Javier Ambrossi,La llamada ,España,21920.0,5.7,4
Javier Calvo,La llamada ,España,21920.0,5.7,4
Los Javis,La llamada ,España,21920.0,5.7,4
Zak Hilditch,1922 ,Estados Unidos,7408.0,5.4,4
Stephen King,1922 ,Estados Unidos,7408.0,5.4,4
Justin Haythe,La cura del bienestar ,Estados Unidos,9166.0,5.6,4
Gore Verbinski,La cura del bienestar ,Estados Unidos,9166.0,5.6,4
Stephanie Fabrizi,Below Her Mouth ,Canadá,1081.0,5.0,4
Borja Cobeaga,Ocho apellidos catalanes ,España,34409.0,4.4,4
Diego San José,Ocho apellidos catalanes ,España,34409.0,4.4,4
Christopher Browne,El desafío (The Walk) ,Estados Unidos,16487.0,6.3,4
Robert Zemeckis,El desafío (The Walk) ,Estados Unidos,16487.0,6.3,4
Philippe Petit,El desafío (The Walk) ,Estados Unidos,16487.0,6.3,4
Anouk Whissell,Turbo Kid ,Canadá,4644.0,5.9,4
François Simard,Turbo Kid ,Canadá,4644.0,5.9,4
Yoann-Karl Whissell,Turbo Kid ,Canadá,4644.0,5.9,4
T.S. Nowlin,El corredor del laberinto: Las pruebas ,Estados Unidos,19137.0,5.2,4
James Dashner,El corredor del laberinto: Las pruebas ,Estados Unidos,19137.0,5.2,4
László Nemes,El hijo de Saúl ,Hungría,12168.0,6.6,4
Clara Royer,El hijo de Saúl ,Hungría,12168.0,6.6,4
Aaron Hann,Círculo ,Estados Unidos,6992.0,5.5,4
Mario Miscione,Círculo ,Estados Unidos,6992.0,5.5,4
Mark Mallouk,Black Mass: Estrictamente criminal ,Estados Unidos,17089.0,6.1,4
Jez Butterworth,Black Mass: Estrictamente criminal ,Estados Unidos,17089.0,6.1,4
Dick Lehr,Black Mass: Estrictamente criminal ,Estados Unidos,17089.0,6.1,4
Gerard O’Neill,Black Mass: Estrictamente criminal ,Estados Unidos,17089.0,6.1,4
Sam Esmail,Mr. Robot (Serie de TV),Estados Unidos,26271.0,7.4,4
Randolph Leon,Mr. Robot (Serie de TV),Estados Unidos,26271.0,7.4,4
Adam Penn,Mr. Robot (Serie de TV),Estados Unidos,26271.0,7.4,4
Kyle Bradstreet,Mr. Robot (Serie de TV),Estados Unidos,26271.0,7.4,4
Kate Erickson,Mr. Robot (Serie de TV),Estados Unidos,26271.0,7.4,4
David Iserson,Mr. Robot (Serie de TV),Estados Unidos,26271.0,7.4,4
Kor Adana,Mr. Robot (Serie de TV),Estados Unidos,26271.0,7.4,4
Courtney Looney,Mr. Robot (Serie de TV),Estados Unidos,26271.0,7.4,4
Lucy Teitler,Mr. Robot (Serie de TV),Estados Unidos,26271.0,7.4,4
James Lapine,Into the Woods ,Estados Unidos,11847.0,5.2,4
Stephen Sondheim,Into the Woods ,Estados Unidos,11847.0,5.2,4
James Lapine,Into the Woods ,Estados Unidos,11847.0,5.2,4
Jennifer Kent,Babadook ,Australia,26857.0,5.9,4
Mike Leigh,Mr. Turner ,Reino Unido,5093.0,6.3,4
Alex Holmes,Stop at Nothing: The Lance Armstrong Story ,Australia,512.0,6.8,4
Marcos Díez,Namnala (C),España,102.0,5.7,4
Chris Shafer,Déjate querer ,Estados Unidos,1423.0,4.6,4
Paul Vicknair,Déjate querer ,Estados Unidos,1423.0,4.6,4
Andrew J. Cohen,Malditos vecinos ,Estados Unidos,15330.0,5.1,4
"""Brendan O'Brien""",Malditos vecinos ,Estados Unidos,15330.0,5.1,4
William Eubank,La señal ,Estados Unidos,7719.0,5.2,4
Carlyle Eubank,La señal ,Estados Unidos,7719.0,5.2,4
David Frigerio,La señal ,Estados Unidos,7719.0,5.2,4
Cormac McCarthy,El consejero ,Estados Unidos,12313.0,4.7,4
Walter Campbell,Under the Skin ,Reino Unido,13035.0,5.8,4
Jonathan Glazer,Under the Skin ,Reino Unido,13035.0,5.8,4
Michel Faber,Under the Skin ,Reino Unido,13035.0,5.8,4
Álex de la Iglesia,Las brujas de Zugarramurdi ,España,42612.0,5.6,4
Jorge Guerricaechevarría,Las brujas de Zugarramurdi ,España,42612.0,5.6,4
Greg McLean,Wolf Creek 2 ,Australia,2625.0,5.6,4
Aaron Sterns,Wolf Creek 2 ,Australia,2625.0,5.6,4
James DeMonaco,The Purge: La noche de las bestias ,Estados Unidos,35494.0,5.1,4
Joe Ahearne,En trance ,Reino Unido,19074.0,6.0,4
John Hodge,En trance ,Reino Unido,19074.0,6.0,4
Marina de Van,Dark Touch ,Francia,361.0,4.4,4
Michael Petroni,La ladrona de libros ,Estados Unidos,25992.0,6.6,4
Markus Zusak,La ladrona de libros ,Estados Unidos,25992.0,6.6,4
Jeremy Saulnier,Blue Ruin ,Estados Unidos,9640.0,6.2,4
Abby Kohn,Todos los días de mi vida ,Estados Unidos,14630.0,5.6,4
Marc Silverstein,Todos los días de mi vida ,Estados Unidos,14630.0,5.6,4
Jason Katims,Todos los días de mi vida ,Estados Unidos,14630.0,5.6,4
Scott Derrickson,Sinister ,Estados Unidos,21592.0,5.9,4
C. Robert Cargill,Sinister ,Estados Unidos,21592.0,5.9,4
Jeff Nichols,Mud ,Estados Unidos,23939.0,6.8,4
Harmony Korine,Spring Breakers ,Estados Unidos,19120.0,4.9,4
Nikolaj Arcel,Un asunto real ,Dinamarca,7205.0,7.1,4
Rasmus Heisterberg,Un asunto real ,Dinamarca,7205.0,7.1,4
Lars von Trier,Un asunto real ,Dinamarca,7205.0,7.1,4
Lilly Wachowski,El atlas de las nubes ,Estados Unidos,27834.0,6.4,4
Lana Wachowski,El atlas de las nubes ,Estados Unidos,27834.0,6.4,4
Tom Tykwer,El atlas de las nubes ,Estados Unidos,27834.0,6.4,4
David Mitchell,El atlas de las nubes ,Estados Unidos,27834.0,6.4,4
Paco Plaza,[•REC]³: Génesis ,España,19034.0,5.1,4
Luiso Berdejo,[•REC]³: Génesis ,España,19034.0,5.1,4
Leos Carax,Holy Motors ,Francia,15297.0,6.3,4
Jane Goldman,La mujer de negro ,Reino Unido,17672.0,5.5,4
Susan Hill,La mujer de negro ,Reino Unido,17672.0,5.5,4
Michel Hazanavicius,The Artist ,Francia,59334.0,7.6,4
Michael Petroni,El rito ,Estados Unidos,12688.0,5.3,4
Matt Baglio,El rito ,Estados Unidos,12688.0,5.3,4
Christopher Hampton,Un método peligroso ,Reino Unido,24363.0,6.0,4
Christopher Hampton,Un método peligroso ,Reino Unido,24363.0,6.0,4
John Kerr,Un método peligroso ,Reino Unido,24363.0,6.0,4
Jon Lucas,El cambiazo ,Estados Unidos,11336.0,5.0,4
Scott Moore,El cambiazo ,Estados Unidos,11336.0,5.0,4
Luiso Berdejo,Voice Over (C),España,1482.0,6.5,4
Sune Reinhardt Fogtmann,Mighty Antlers (C),Dinamarca,150.0,5.0,4
David Johnson,Caperucita Roja (¿A quién tienes miedo?) ,Estados Unidos,18578.0,4.8,4
Scot Armstrong,Resacón 2: ¡Ahora en Tailandia! ,Estados Unidos,54583.0,5.8,4
Craig Mazin,Resacón 2: ¡Ahora en Tailandia! ,Estados Unidos,54583.0,5.8,4
Todd Phillips,Resacón 2: ¡Ahora en Tailandia! ,Estados Unidos,54583.0,5.8,4
Jon Lucas,Resacón 2: ¡Ahora en Tailandia! ,Estados Unidos,54583.0,5.8,4
Scott Moore,Resacón 2: ¡Ahora en Tailandia! ,Estados Unidos,54583.0,5.8,4
Álex de la Iglesia,Balada triste de trompeta ,España,42349.0,5.6,4
Ryan Murphy,"Come, reza, ama ",Estados Unidos,14195.0,4.7,4
Jennifer Salt,"Come, reza, ama ",Estados Unidos,14195.0,4.7,4
Elizabeth Gilbert,"Come, reza, ama ",Estados Unidos,14195.0,4.7,4
Kurt Wimmer,Salt ,Estados Unidos,24058.0,5.4,4
Brian Helgeland,Salt ,Estados Unidos,24058.0,5.4,4
Kurt Wimmer,Salt ,Estados Unidos,24058.0,5.4,4
Ian Deitchman,Como la vida misma ,Estados Unidos,9898.0,5.5,4
Kristin Rusk Robinson,Como la vida misma ,Estados Unidos,9898.0,5.5,4
Guillem Morales,Los ojos de Julia ,España,29383.0,6.1,4
Oriol Paulo,Los ojos de Julia ,España,29383.0,6.1,4
Chris Sparling,Buried (Enterrado) ,España,58316.0,6.8,4
Quentin Dupieux,Rubber ,Francia,3671.0,5.9,4
Nancy Meyers,No es tan fácil ,Estados Unidos,11005.0,5.6,4
Marcus Dunstan,Saw VI ,Estados Unidos,15048.0,5.5,4
Patrick Melton,Saw VI ,Estados Unidos,15048.0,5.5,4
David Johnson,La huérfana ,Estados Unidos,22123.0,6.1,4
Alex Mace,La huérfana ,Estados Unidos,22123.0,6.1,4
Stuart Hazeldine,Examen ,Reino Unido,12981.0,5.9,4
Simon Garrity,Examen ,Reino Unido,12981.0,5.9,4
,Meet Meline (C),Francia,43.0,5.3,4
Vincenzo Natali,Splice: Experimento mortal ,Canadá,10296.0,5.0,4
Antoinette Terry Bryant,Splice: Experimento mortal ,Canadá,10296.0,5.0,4
Doug Taylor,Splice: Experimento mortal ,Canadá,10296.0,5.0,4
Stephen P. Lindsey,Siempre a tu lado (Hachiko) ,Estados Unidos,25878.0,7.1,4
Kaneto Shindô,Siempre a tu lado (Hachiko) ,Estados Unidos,25878.0,7.1,4
Michael Patrick King,Sexo en Nueva York: La película ,Estados Unidos,17139.0,5.3,4
Marcus Dunstan,Saw V ,Estados Unidos,24637.0,5.4,4
Patrick Melton,Saw V ,Estados Unidos,24637.0,5.4,4
Catherine Johnson,Mamma Mia! La película ,Reino Unido,38628.0,5.8,4
Dana Fox,Algo pasa en Las Vegas ,Estados Unidos,19127.0,5.2,4
Rodrigo Gudiño,The Facts in the Case of Mister Hollow (C),Canadá,395.0,6.1,4
Frank Darabont,La niebla ,Estados Unidos,34750.0,6.4,4
Stephen King,La niebla ,Estados Unidos,34750.0,6.4,4
Sergio G. Sánchez,El orfanato ,España,94898.0,6.7,4
Bill Kelly,Encantada: La historia de Giselle ,Estados Unidos,18355.0,5.6,4
Theresa Cullen,Shreketefeliz Navidad (La Navidad Con Shrek) (TV),Estados Unidos,4812.0,5.0,4
Bill Riling,Shreketefeliz Navidad (La Navidad Con Shrek) (TV),Estados Unidos,4812.0,5.0,4
David H. Steinberg,Shreketefeliz Navidad (La Navidad Con Shrek) (TV),Estados Unidos,4812.0,5.0,4
Alvin Sargent,Spider-Man 3 ,Estados Unidos,73590.0,5.4,4
Sam Raimi,Spider-Man 3 ,Estados Unidos,73590.0,5.4,4
Ivan Raimi,Spider-Man 3 ,Estados Unidos,73590.0,5.4,4
Stan Lee,Spider-Man 3 ,Estados Unidos,73590.0,5.4,4
Steve Ditko,Spider-Man 3 ,Estados Unidos,73590.0,5.4,4
Jeff Stockwell,Un puente hacia Terabithia ,Estados Unidos,15958.0,6.3,4
David Paterson,Un puente hacia Terabithia ,Estados Unidos,15958.0,6.3,4
Katherine Paterson,Un puente hacia Terabithia ,Estados Unidos,15958.0,6.3,4
John Logan,Sweeney Todd: El barbero diabólico de la calle Fleet ,Estados Unidos,68120.0,6.8,4
Christopher Bond,Sweeney Todd: El barbero diabólico de la calle Fleet ,Estados Unidos,68120.0,6.8,4
Hugh Wheeler,Sweeney Todd: El barbero diabólico de la calle Fleet ,Estados Unidos,68120.0,6.8,4
Alexandre Bustillo,Al interior ,Francia,6899.0,6.0,4
Bruce A. Evans,Mr. Brooks ,Estados Unidos,13077.0,6.2,4
Raynold Gideon,Mr. Brooks ,Estados Unidos,13077.0,6.2,4
Sean Penn,Hacia rutas salvajes (Into the Wild) ,Estados Unidos,70243.0,7.6,4
Jon Krakauer,Hacia rutas salvajes (Into the Wild) ,Estados Unidos,70243.0,7.6,4
Leigh Whannell,Saw III ,Estados Unidos,30651.0,5.7,4
Neil LaBute,Wicker Man ,Canadá,9075.0,3.8,4
Anthony Shaffer,Wicker Man ,Canadá,9075.0,3.8,4
Sheldon Turner,La matanza de Texas: El origen ,Estados Unidos,8695.0,4.9,4
David J. Schow,La matanza de Texas: El origen ,Estados Unidos,8695.0,4.9,4
Sheldon Turner,La matanza de Texas: El origen ,Estados Unidos,8695.0,4.9,4
Andrés Borghi,El espectro del bosque (C),Argentina,164.0,3.8,4
Duane Adler,Step Up. Bailando ,Estados Unidos,7309.0,5.7,4
Melissa Rosenberg,Step Up. Bailando ,Estados Unidos,7309.0,5.7,4
Duane Adler,Step Up. Bailando ,Estados Unidos,7309.0,5.7,4
Bigas Luna,Yo soy la Juani ,España,14575.0,4.2,4
Carmen Chaves Gastaldo,Yo soy la Juani ,España,14575.0,4.2,4
Roger Avary,Silent Hill ,Canadá,24927.0,5.6,4
Konami,Silent Hill ,Canadá,24927.0,5.6,4
Peter A. Dowling,Plan de vuelo: Desaparecida ,Estados Unidos,22377.0,5.7,4
Billy Ray,Plan de vuelo: Desaparecida ,Estados Unidos,22377.0,5.7,4
Don Hertzfeldt,El sentido de la vida (C),Estados Unidos,778.0,6.1,4
David Koepp,La guerra de los mundos ,Estados Unidos,81049.0,5.7,4
Josh Friedman,La guerra de los mundos ,Estados Unidos,81049.0,5.7,4
H.G. Wells,La guerra de los mundos ,Estados Unidos,81049.0,5.7,4
Scott Derrickson,El exorcismo de Emily Rose ,Estados Unidos,21540.0,5.9,4
Paul Harris Boardman,El exorcismo de Emily Rose ,Estados Unidos,21540.0,5.9,4
David Serrano,Los dos lados de la cama ,España,30439.0,5.5,4
Brian Nelson,Hard Candy ,Estados Unidos,38887.0,6.8,4
Kevin Bisch,"Hitch, especialista en ligues ",Estados Unidos,37943.0,5.7,4
Roberto Santiago,El penalti más largo del mundo ,España,16749.0,4.4,4
Osvaldo Soriano,El penalti más largo del mundo ,España,16749.0,4.4,4
Tony Grisoni,Tideland ,Reino Unido,6930.0,6.0,4
Mitch Cullin,Tideland ,Reino Unido,6930.0,6.0,4
Eli Roth,Hostel ,Estados Unidos,29747.0,5.4,4
Patrick Marber,Cegados por el deseo (Closer) ,Estados Unidos,47454.0,6.7,4
Tina Fey,Chicas malas ,Estados Unidos,21770.0,5.4,4
Rosalind Wiseman,Chicas malas ,Estados Unidos,21770.0,5.4,4
John Logan,El aviador ,Estados Unidos,56728.0,6.4,4
Paul Weitz,Algo más que un jefe ,Estados Unidos,8146.0,5.5,4
Koldo Serra,El tren de la bruja (C),España,1688.0,6.6,4
Nacho Vigalondo,El tren de la bruja (C),España,1688.0,6.6,4
Lilly Wachowski,Matrix Revolutions ,Estados Unidos,115216.0,6.0,4
Lana Wachowski,Matrix Revolutions ,Estados Unidos,115216.0,6.0,4
Hermanas Wachowski,Matrix Revolutions ,Estados Unidos,115216.0,6.0,4
Dean Georgaris,Paycheck ,Estados Unidos,23064.0,5.7,4
Philip K. Dick,Paycheck ,Estados Unidos,23064.0,5.7,4
Lilly Wachowski,Matrix Reloaded ,Estados Unidos,85778.0,6.4,4
Lana Wachowski,Matrix Reloaded ,Estados Unidos,85778.0,6.4,4
Hermanas Wachowski,Matrix Reloaded ,Estados Unidos,85778.0,6.4,4
Eric Bress,Destino final 2 ,Estados Unidos,18899.0,5.0,4
J. Mackye Gruber,Destino final 2 ,Estados Unidos,18899.0,5.0,4
Sofia Coppola,Lost in Translation ,Estados Unidos,100880.0,7.1,4
Kristen Buckley,Cómo perder a un chico en 10 días ,Estados Unidos,21754.0,5.3,4
Burr Steers,Cómo perder a un chico en 10 días ,Estados Unidos,21754.0,5.3,4
Brian Regan,Cómo perder a un chico en 10 días ,Estados Unidos,21754.0,5.3,4
Jeannie Long,Cómo perder a un chico en 10 días ,Estados Unidos,21754.0,5.3,4
Michele Alexander,Cómo perder a un chico en 10 días ,Estados Unidos,21754.0,5.3,4
William Goldman,El cazador de sueños ,Estados Unidos,17623.0,4.4,4
Stephen King,El cazador de sueños ,Estados Unidos,17623.0,4.4,4
Mike White,Escuela de rock ,Estados Unidos,30229.0,5.7,4
Randy Vampotic,La magia de Santa Claus ,Estados Unidos,42.0,3.7,4
Mike Sorrentino,La magia de Santa Claus ,Estados Unidos,42.0,3.7,4
Karen Janszen,Un paseo para recordar ,Estados Unidos,25413.0,6.5,4
Nicholas Sparks,Un paseo para recordar ,Estados Unidos,25413.0,6.5,4
Charlie Kaufman,Adaptation. El ladrón de orquídeas ,Estados Unidos,42097.0,7.1,4
Susan Orlean,Adaptation. El ladrón de orquídeas ,Estados Unidos,42097.0,7.1,4
M. Night Shyamalan,Señales ,Estados Unidos,56629.0,5.9,4
Stephen Sommers,El rey escorpión ,Estados Unidos,18775.0,4.4,4
William Osborne,El rey escorpión ,Estados Unidos,18775.0,4.4,4
Stephen Sommers,El rey escorpión ,Estados Unidos,18775.0,4.4,4
Jonathan Hales,El rey escorpión ,Estados Unidos,18775.0,4.4,4
John Logan,La máquina del tiempo ,Estados Unidos,18938.0,5.1,4
H.G. Wells,La máquina del tiempo ,Estados Unidos,18938.0,5.1,4
Johnny Knoxville,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Spike Jonze,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Jeff Tremaine,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Anne Zogby,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Steve-O,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Bam Margera,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Chris Pontius,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Ryan Dunn,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Brandon DiCamillo,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Preston Lacy,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Vernon Chatman,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Ehren McGhehey,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Dave England,"Jackass, la película ",Estados Unidos,14591.0,5.0,4
Andrew Davies,El diario de Bridget Jones ,Reino Unido,95434.0,6.3,4
Helen Fielding,El diario de Bridget Jones ,Reino Unido,95434.0,6.3,4
Helen Fielding,El diario de Bridget Jones ,Reino Unido,95434.0,6.3,4
Santiago Segura,Torrente 2: Misión en Marbella ,España,49574.0,5.3,4
Peter Buchman,Jurassic Park III (Parque Jurásico III) ,Estados Unidos,33538.0,4.8,4
Alexander Payne,Jurassic Park III (Parque Jurásico III) ,Estados Unidos,33538.0,4.8,4
Jim Taylor,Jurassic Park III (Parque Jurásico III) ,Estados Unidos,33538.0,4.8,4
Michael Crichton,Jurassic Park III (Parque Jurásico III) ,Estados Unidos,33538.0,4.8,4
Shawn Wayans,Scary Movie ,Estados Unidos,110576.0,5.2,4
Marlon Wayans,Scary Movie ,Estados Unidos,110576.0,5.2,4
Buddy Johnson,Scary Movie ,Estados Unidos,110576.0,5.2,4
Phil Beauman,Scary Movie ,Estados Unidos,110576.0,5.2,4
Jason Friedberg,Scary Movie ,Estados Unidos,110576.0,5.2,4
Aaron Seltzer,Scary Movie ,Estados Unidos,110576.0,5.2,4
John Hodge,La playa ,Reino Unido,42553.0,5.6,4
Alex Garland,La playa ,Reino Unido,42553.0,5.6,4
Jeffrey Reddick,Destino final ,Estados Unidos,60097.0,5.6,4
James Wong,Destino final ,Estados Unidos,60097.0,5.6,4
Glen Morgan,Destino final ,Estados Unidos,60097.0,5.6,4
Miguel Albaladejo,Manolito Gafotas ,España,14039.0,5.2,4
Elvira Lindo,Manolito Gafotas ,España,14039.0,5.2,4
Elvira Lindo,Manolito Gafotas ,España,14039.0,5.2,4
Stephen Sommers,La momia ,Estados Unidos,70365.0,6.2,4
