productores,titulo,pais,votos,votacion,nota
Global Entertainment Productions GmbH & Company Medien KG,Los ángeles de Charlie ,Estados Unidos,32265.0,3.9,3
Flower Films,Los ángeles de Charlie ,Estados Unidos,32265.0,3.9,3
Columbia Pictures,Los ángeles de Charlie ,Estados Unidos,32265.0,3.9,3
Warner Bros.,Deep Blue Sea ,Estados Unidos,21830.0,4.4,3
Village Roadshow,Deep Blue Sea ,Estados Unidos,21830.0,4.4,3
Groucho Film Partnership,Deep Blue Sea ,Estados Unidos,21830.0,4.4,3
Jersey Films,Out of Sight (Un romance muy peligroso) ,Estados Unidos,8905.0,5.3,3
Universal Pictures,Out of Sight (Un romance muy peligroso) ,Estados Unidos,8905.0,5.3,3
Zentropa Productions,Los idiotas ,Dinamarca,23948.0,6.6,3
VPRO Television,Los idiotas ,Dinamarca,23948.0,6.6,3
arte,Los idiotas ,Dinamarca,23948.0,6.6,3
La Sept Cinéma,Los idiotas ,Dinamarca,23948.0,6.6,3
Argos Film Produktie,Los idiotas ,Dinamarca,23948.0,6.6,3
Liberator Production,Los idiotas ,Dinamarca,23948.0,6.6,3
Universal Pictures,"Babe, el cerdito en la ciudad ",Australia,9989.0,4.6,3
Kennedy Miller Productions,"Babe, el cerdito en la ciudad ",Australia,9989.0,4.6,3
Dimension Films,Los chicos del maíz V: Campos de terror ,Estados Unidos,663.0,3.4,3
Blue Rider Pictures,Los chicos del maíz V: Campos de terror ,Estados Unidos,663.0,3.4,3
Hanna-Barbera Productions,Las Supernenas (Serie de TV),Estados Unidos,21761.0,4.8,3
CCTV,Las Supernenas (Serie de TV),Estados Unidos,21761.0,4.8,3
Rough Draft Studios,Las Supernenas (Serie de TV),Estados Unidos,21761.0,4.8,3
Image Production House,Las Supernenas (Serie de TV),Estados Unidos,21761.0,4.8,3
Cartoon Network,Las Supernenas (Serie de TV),Estados Unidos,21761.0,4.8,3
Cartoon Network,Vaca y Pollo (Serie de TV),Estados Unidos,21484.0,5.6,3
Hanna-Barbera Productions,Vaca y Pollo (Serie de TV),Estados Unidos,21484.0,5.6,3
Walt Disney Television,Un ángel en mi equipo (TV),Estados Unidos,356.0,3.7,3
Arts & Leisure Corporation,Un ángel en mi equipo (TV),Estados Unidos,356.0,3.7,3
Endzone Productions,Un ángel en mi equipo (TV),Estados Unidos,356.0,3.7,3
Paramount Pictures,Horizonte Final ,Reino Unido,16535.0,5.9,3
Hanna-Barbera Productions,Johnny Bravo (Serie de TV),Estados Unidos,5370.0,5.3,3
Cartoon Network,Johnny Bravo (Serie de TV),Estados Unidos,5370.0,5.3,3
Cartoon Network,Johnny Bravo (Serie de TV),Estados Unidos,5370.0,5.3,3
Alliance Communications Corporation,Crash ,Canadá,25476.0,6.5,3
Recorded Picture Company (RPC),Crash ,Canadá,25476.0,6.5,3
The Movie Network (TMN),Crash ,Canadá,25476.0,6.5,3
Téléfilm Canada,Crash ,Canadá,25476.0,6.5,3
David Cronenberg,Crash ,Canadá,25476.0,6.5,3
Cartoon Network,El laboratorio de Dexter (Serie de TV),Estados Unidos,19273.0,5.8,3
YTV,El laboratorio de Dexter (Serie de TV),Estados Unidos,19273.0,5.8,3
Hanna-Barbera Productions,El laboratorio de Dexter (Serie de TV),Estados Unidos,19273.0,5.8,3
Rough Draft Studios,El laboratorio de Dexter (Serie de TV),Estados Unidos,19273.0,5.8,3
Cartoon Network,El laboratorio de Dexter (Serie de TV),Estados Unidos,19273.0,5.8,3
TriStar Pictures,Johnny Mnemonic ,Estados Unidos,10191.0,5.0,3
Alliance Communications Corporation,Johnny Mnemonic ,Estados Unidos,10191.0,5.0,3
Peter Hoffman,Johnny Mnemonic ,Estados Unidos,10191.0,5.0,3
Universal Pictures,Los Picapiedra ,Estados Unidos,24254.0,4.3,3
Warner Bros.,Asesinos natos ,Estados Unidos,48133.0,6.6,3
Regency Enterprises,Asesinos natos ,Estados Unidos,48133.0,6.6,3
Alcor Films,Asesinos natos ,Estados Unidos,48133.0,6.6,3
Universal Pictures,Beethoven 2: la familia crece ,Estados Unidos,9249.0,3.5,3
Northern Lights Entertainment,Beethoven 2: la familia crece ,Estados Unidos,9249.0,3.5,3
CBS Productions,Walker Texas Ranger (Serie de TV),Estados Unidos,14345.0,2.9,3
Columbia TriStar Television,Walker Texas Ranger (Serie de TV),Estados Unidos,14345.0,2.9,3
Cannon Television,Walker Texas Ranger (Serie de TV),Estados Unidos,14345.0,2.9,3
Amadea Film Productions,Walker Texas Ranger (Serie de TV),Estados Unidos,14345.0,2.9,3
Norris Brothers Entertainment,Walker Texas Ranger (Serie de TV),Estados Unidos,14345.0,2.9,3
Dino de Laurentiis,El ejército de las tinieblas ,Estados Unidos,21782.0,6.7,3
Renaissance Pictures,El ejército de las tinieblas ,Estados Unidos,21782.0,6.7,3
Universal Pictures,El ejército de las tinieblas ,Estados Unidos,21782.0,6.7,3
Jim Henson Company,Dinosaurios (Serie de TV),Estados Unidos,25673.0,6.1,3
Jim Henson Productions,Dinosaurios (Serie de TV),Estados Unidos,25673.0,6.1,3
Michael Jacobs Productions,Dinosaurios (Serie de TV),Estados Unidos,25673.0,6.1,3
Walt Disney Television,Dinosaurios (Serie de TV),Estados Unidos,25673.0,6.1,3
NBC,El príncipe de Bel-Air (Serie de TV),Estados Unidos,87953.0,7.0,3
Quincy Jones,El príncipe de Bel-Air (Serie de TV),Estados Unidos,87953.0,7.0,3
Quincy Jones-David Salzman Entertainment,El príncipe de Bel-Air (Serie de TV),Estados Unidos,87953.0,7.0,3
The Stuffed Dog Company,El príncipe de Bel-Air (Serie de TV),Estados Unidos,87953.0,7.0,3
NBC,El príncipe de Bel-Air (Serie de TV),Estados Unidos,87953.0,7.0,3
Wingnut Films,El delirante mundo de los Feebles ,Nueva Zelanda,3068.0,6.4,3
WestWind Pictures,R.O.T.O.R. ,Estados Unidos,682.0,3.4,3
Manson International,R.O.T.O.R. ,Estados Unidos,682.0,3.4,3
Argos Films,Sacrificio ,Suecia,7376.0,7.7,3
Svenska Filminstitutet,Sacrificio ,Suecia,7376.0,7.7,3
Pixar Animation Studios,Las aventuras de André y Wally B. (C),Estados Unidos,2135.0,4.2,3
Lucasfilm,Las aventuras de André y Wally B. (C),Estados Unidos,2135.0,4.2,3
Angeles Entertainment Group,Los chicos del maíz ,Estados Unidos,11407.0,5.3,3
New World Pictures,Los chicos del maíz ,Estados Unidos,11407.0,5.3,3
Cinema Group,Los chicos del maíz ,Estados Unidos,11407.0,5.3,3
Hal Roach Studios,Los chicos del maíz ,Estados Unidos,11407.0,5.3,3
Inverness Productions,Los chicos del maíz ,Estados Unidos,11407.0,5.3,3
Gatlin,Los chicos del maíz ,Estados Unidos,11407.0,5.3,3
Planet Productions,Los chicos del maíz ,Estados Unidos,11407.0,5.3,3
Universal Pictures,El sentido de la vida ,Reino Unido,28601.0,7.3,3
,Doctor of Doom (C),Estados Unidos,169.0,2.8,3
Universal Pictures,Tiburón 2 ,Estados Unidos,12320.0,5.3,3
Columbia Pictures,Los caballeros de la mesa cuadrada y sus locos seguidores ,Reino Unido,46896.0,7.4,3
Lobster Enterprises,La última casa a la izquierda ,Estados Unidos,4643.0,5.4,3
Sean S. Cunningham,La última casa a la izquierda ,Estados Unidos,4643.0,5.4,3
The Night Co,La última casa a la izquierda ,Estados Unidos,4643.0,5.4,3
Pensylvania Academy of Fine Arts,El alfabeto (The Alphabet) (C),Estados Unidos,2554.0,5.6,3
David Lynch,El alfabeto (The Alphabet) (C),Estados Unidos,2554.0,5.6,3
Warfield,Chitty Chitty Bang Bang ,Reino Unido,5533.0,6.3,3
United Artists,Chitty Chitty Bang Bang ,Reino Unido,5533.0,6.3,3
Guión Producciones Cinematográficas,Un rayo de luz ,España,3139.0,4.7,3
Producciones Benito Perojo,Un rayo de luz ,España,3139.0,4.7,3
Ed Wood,Plan 9 del espacio exterior ,Estados Unidos,5099.0,4.4,3
Reynolds Pictures,Plan 9 del espacio exterior ,Estados Unidos,5099.0,4.4,3
PWSFTviT,Dos hombres y un armario (C),Polonia,836.0,6.1,3
Metro-Goldwyn-Mayer (MGM),Planeta prohibido ,Estados Unidos,6883.0,7.0,3
Walt Disney Productions,Alicia en el país de las maravillas ,Estados Unidos,33775.0,7.1,3
RKO Radio Pictures,Alicia en el país de las maravillas ,Estados Unidos,33775.0,7.1,3
Likely Story,La apariencia de las cosas ,Estados Unidos,2990.0,4.4,2
Netflix,La apariencia de las cosas ,Estados Unidos,2990.0,4.4,2
Motion Blur Films,El cadáver ,Noruega,2461.0,4.5,2
Netflix,El cadáver ,Noruega,2461.0,4.5,2
Koji Productions,Fractura ,Estados Unidos,8600.0,5.7,2
Crow Island Films,Fractura ,Estados Unidos,8600.0,5.7,2
Macari/Edelstein,Fractura ,Estados Unidos,8600.0,5.7,2
Paul Schiff Productions,Fractura ,Estados Unidos,8600.0,5.7,2
Netflix,Fractura ,Estados Unidos,8600.0,5.7,2
Lionsgate,El pasajero ,Estados Unidos,9850.0,5.6,2
Studiocanal,El pasajero ,Estados Unidos,9850.0,5.6,2
Nvizage,El pasajero ,Estados Unidos,9850.0,5.6,2
Ombra Films,El pasajero ,Estados Unidos,9850.0,5.6,2
Apelles Entertainment,Megalodón ,Estados Unidos,14950.0,4.5,2
Gravity Pictures,Megalodón ,Estados Unidos,14950.0,4.5,2
Maeday Productions,Megalodón ,Estados Unidos,14950.0,4.5,2
Flagship Entertainment Group,Megalodón ,Estados Unidos,14950.0,4.5,2
Warner Bros.,Megalodón ,Estados Unidos,14950.0,4.5,2
Addictive Pictures,Tau ,Estados Unidos,2857.0,4.9,2
Kaos Theory Entertainment,Tau ,Estados Unidos,2857.0,4.9,2
Phantom 4 Films,Tau ,Estados Unidos,2857.0,4.9,2
Rhea Films,Tau ,Estados Unidos,2857.0,4.9,2
Waypoint Entertainment,Tau ,Estados Unidos,2857.0,4.9,2
Netflix,Tau ,Estados Unidos,2857.0,4.9,2
Lionsgate,Saw VIII ,Estados Unidos,6064.0,5.0,2
Serendipity Productions,Saw VIII ,Estados Unidos,6064.0,5.0,2
Twisted Pictures,Saw VIII ,Estados Unidos,6064.0,5.0,2
A Bigger Boat,Saw VIII ,Estados Unidos,6064.0,5.0,2
James Wan,Saw VIII ,Estados Unidos,6064.0,5.0,2
Anka Film,Housewife ,Turquía,182.0,4.8,2
Chantier Films,Housewife ,Turquía,182.0,4.8,2
Mo Film,Housewife ,Turquía,182.0,4.8,2
Netflix,Black Mirror: Black Museum (TV),Reino Unido,15261.0,7.0,2
House of Tomorrow,Black Mirror: Black Museum (TV),Reino Unido,15261.0,7.0,2
Babieka,Black Mirror: Black Museum (TV),Reino Unido,15261.0,7.0,2
Netflix,Black Mirror: Black Museum (TV),Reino Unido,15261.0,7.0,2
Cave Painting Pictures,El vacío (The Void) ,Canadá,3110.0,5.0,2
JoBro Film Finances & Productions,El vacío (The Void) ,Canadá,3110.0,5.0,2
Warner Bros.,Magic Mike XXL ,Estados Unidos,3306.0,4.2,2
Iron Horse Entertainment,Magic Mike XXL ,Estados Unidos,3306.0,4.2,2
126,Vale (C),España,3601.0,5.1,2
Estrella Damm,Vale (C),España,3601.0,5.1,2
Alcon Entertainment,Point Break (Sin límites) ,Estados Unidos,3861.0,4.5,2
Warner Bros.,Point Break (Sin límites) ,Estados Unidos,3861.0,4.5,2
Columbia Pictures,The Monuments Men ,Estados Unidos,16478.0,5.2,2
Smoke House Pictures,The Monuments Men ,Estados Unidos,16478.0,5.2,2
Studio Babelsberg,The Monuments Men ,Estados Unidos,16478.0,5.2,2
Blumhouse Productions,Eliminado ,Estados Unidos,7913.0,4.8,2
Bazelevs Production,Eliminado ,Estados Unidos,7913.0,4.8,2
Timur Bekmambetov,Eliminado ,Estados Unidos,7913.0,4.8,2
Universal Pictures,Eliminado ,Estados Unidos,7913.0,4.8,2
Metro-Goldwyn-Mayer (MGM),Carrie ,Estados Unidos,11853.0,5.0,2
Screen Gems,Carrie ,Estados Unidos,11853.0,5.0,2
Worldview Entertainment,El infierno verde ,Estados Unidos,5401.0,4.8,2
Dragonfly Entertainment,El infierno verde ,Estados Unidos,5401.0,4.8,2
Sobras International Pictures,El infierno verde ,Estados Unidos,5401.0,4.8,2
BH Tilt,El infierno verde ,Estados Unidos,5401.0,4.8,2
El Deseo,Los amantes pasajeros ,España,26460.0,4.3,2
HanWay Films,Tú eres el siguiente ,Estados Unidos,12435.0,5.8,2
Snoot Entertainment,Tú eres el siguiente ,Estados Unidos,12435.0,5.8,2
Viennale,The 3 Rs (C),Estados Unidos,685.0,4.4,2
Voltage Pictures,Killer Joe ,Estados Unidos,7737.0,6.0,2
Worldview Entertainment,Killer Joe ,Estados Unidos,7737.0,6.0,2
Picture Perfect Corporation,Killer Joe ,Estados Unidos,7737.0,6.0,2
ANA Media,Killer Joe ,Estados Unidos,7737.0,6.0,2
Offside,La soledad de los números primos ,Italia,1281.0,4.7,2
Les Films des Tournelles,La soledad de los números primos ,Italia,1281.0,4.7,2
MDM,La soledad de los números primos ,Italia,1281.0,4.7,2
ZDF Enterprises,La soledad de los números primos ,Italia,1281.0,4.7,2
Bavaria Pictures,La soledad de los números primos ,Italia,1281.0,4.7,2
Le Pacte,La soledad de los números primos ,Italia,1281.0,4.7,2
Medusa Produzione,La soledad de los números primos ,Italia,1281.0,4.7,2
Sky Cinema,La soledad de los números primos ,Italia,1281.0,4.7,2
Eurimages,La soledad de los números primos ,Italia,1281.0,4.7,2
CNC,La soledad de los números primos ,Italia,1281.0,4.7,2
Film Commission Torino-Piemonte,La soledad de los números primos ,Italia,1281.0,4.7,2
Sphärentor Filmproduktionen,Die Farbe ,Alemania,87.0,5.5,2
Vaca Films,Secuestrados ,España,10959.0,6.0,2
La Fabrique de Films,Secuestrados ,España,10959.0,6.0,2
Blur Producciones,Secuestrados ,España,10959.0,6.0,2
Zeta Cinema,Tres metros sobre el cielo ,España,22890.0,4.7,2
A3 Films,Tres metros sobre el cielo ,España,22890.0,4.7,2
Cangrejo Films,Tres metros sobre el cielo ,España,22890.0,4.7,2
Globomedia,Tres metros sobre el cielo ,España,22890.0,4.7,2
Antena 3 Films,Tres metros sobre el cielo ,España,22890.0,4.7,2
Canal+,Tres metros sobre el cielo ,España,22890.0,4.7,2
La Sexta,Tres metros sobre el cielo ,España,22890.0,4.7,2
Cattleya,Tres metros sobre el cielo ,España,22890.0,4.7,2
New Line Cinema,Destino final 4 ,Estados Unidos,9280.0,4.0,2
Practical Pictures,Destino final 4 ,Estados Unidos,9280.0,4.0,2
Parallel Zide,Destino final 4 ,Estados Unidos,9280.0,4.0,2
FlipZide Pictures,Destino final 4 ,Estados Unidos,9280.0,4.0,2
Fidélité Films,Enter the Void ,Francia,9527.0,7.0,2
Wild Bunch,Enter the Void ,Francia,9527.0,7.0,2
BUF,Enter the Void ,Francia,9527.0,7.0,2
Essential Filmproduktion,Enter the Void ,Francia,9527.0,7.0,2
BIM Distribuzione,Enter the Void ,Francia,9527.0,7.0,2
Paranoid Films,Enter the Void ,Francia,9527.0,7.0,2
Eurimages,Enter the Void ,Francia,9527.0,7.0,2
Canal+,Enter the Void ,Francia,9527.0,7.0,2
Antena 3 Films,Fuga de cerebros ,España,26977.0,4.5,2
Regency Enterprises,Reflejos (Mirrors) ,Estados Unidos,12295.0,5.3,2
Luna Pictures,Reflejos (Mirrors) ,Estados Unidos,12295.0,5.3,2
Castel Film Romania,Reflejos (Mirrors) ,Estados Unidos,12295.0,5.3,2
20th Century Fox,Reflejos (Mirrors) ,Estados Unidos,12295.0,5.3,2
Imagination Worldwide,Breathing Room ,Estados Unidos,791.0,4.1,2
BIG Pictures,Breathing Room ,Estados Unidos,791.0,4.1,2
New Artists Alliance,Breathing Room ,Estados Unidos,791.0,4.1,2
Columbia Pictures,Zohan: Licencia para peinar ,Estados Unidos,19015.0,4.4,2
Relativity Studios,Zohan: Licencia para peinar ,Estados Unidos,19015.0,4.4,2
Happy Madison Productions,Zohan: Licencia para peinar ,Estados Unidos,19015.0,4.4,2
FortyFour Studios,Zohan: Licencia para peinar ,Estados Unidos,19015.0,4.4,2
Columbia Pictures,Zohan: Licencia para peinar ,Estados Unidos,19015.0,4.4,2
Rollercoaster Films,Eden Lake ,Reino Unido,13702.0,6.2,2
Antena 3 Televisión,Física o Química (Serie de TV),España,16665.0,3.3,2
New Line Cinema,Cuestión de pelotas (Mr. Woodcock) ,Estados Unidos,3854.0,3.8,2
Warner Bros.,Posdata: Te quiero ,Estados Unidos,24868.0,6.3,2
Alcon Entertainment,Posdata: Te quiero ,Estados Unidos,24868.0,6.3,2
Grosvenor Park,Posdata: Te quiero ,Estados Unidos,24868.0,6.3,2
Wendy Finerman Productions,Posdata: Te quiero ,Estados Unidos,24868.0,6.3,2
Falling Sky Entertainment,The Man from Earth ,Estados Unidos,32468.0,7.5,2
Paramount Pictures,World Trade Center ,Estados Unidos,16525.0,4.6,2
New Line Cinema,Serpientes en el avión ,Estados Unidos,11873.0,3.3,2
ARP,A Crime ,Francia,299.0,4.4,2
Alice Productions,A Crime ,Francia,299.0,4.4,2
Dimension Films,Scary Movie 4 ,Estados Unidos,20714.0,4.0,2
20th Century Fox,Eragon ,Estados Unidos,21463.0,4.4,2
Fox 2000 Pictures,Eragon ,Estados Unidos,21463.0,4.4,2
Davis Entertainment,Eragon ,Estados Unidos,21463.0,4.4,2
Dune Entertainment,Eragon ,Estados Unidos,21463.0,4.4,2
Amiguetes Entertainment,Torrente 3: El protector ,España,46990.0,3.7,2
Arsénico Producciones,Domingo (C),España,2557.0,5.6,2
Celador Films,The Descent ,Reino Unido,15009.0,6.0,2
Pathé,The Descent ,Reino Unido,15009.0,6.0,2
New Line Cinema,La madre del novio ,Estados Unidos,8892.0,4.4,2
Spring Creek Productions,La madre del novio ,Estados Unidos,8892.0,4.4,2
BenderSpink,La madre del novio ,Estados Unidos,8892.0,4.4,2
Ma-in Entertainment,The Doll Master ,Corea del Sur,368.0,4.5,2
Pilma Pictures,The Doll Master ,Corea del Sur,368.0,4.5,2
DreamWorks SKG,EuroTrip ,Estados Unidos,13848.0,5.2,2
Sony Pictures Entertainment (SPE),Resident Evil 2: Apocalipsis ,Reino Unido,23820.0,5.2,2
Screen Gems,Resident Evil 2: Apocalipsis ,Reino Unido,23820.0,5.2,2
Constantin Film,Resident Evil 2: Apocalipsis ,Reino Unido,23820.0,5.2,2
Impact Pictures,Resident Evil 2: Apocalipsis ,Reino Unido,23820.0,5.2,2
Dimension Films,Scary Movie 3 ,Estados Unidos,27032.0,4.5,2
Kadokawa Daiei,Llamada perdida ,Japón,6655.0,5.1,2
Chuck Lorre,Dos hombres y medio (Serie de TV),Estados Unidos,37801.0,6.1,2
Warner Bros. Television,Dos hombres y medio (Serie de TV),Estados Unidos,37801.0,6.1,2
CBS,Dos hombres y medio (Serie de TV),Estados Unidos,37801.0,6.1,2
20th Century Fox,Solaris ,Estados Unidos,12929.0,5.2,2
Lightstorm Entertainment,Solaris ,Estados Unidos,12929.0,5.2,2
James Cameron,Solaris ,Estados Unidos,12929.0,5.2,2
Lionsgate,Cube 2: Hypercube ,Canadá,15286.0,5.2,2
Metro-Goldwyn-Mayer (MGM),Una rubia muy legal ,Estados Unidos,18653.0,4.5,2
Fantastic Factory,Dagon: la secta del mar ,España,4175.0,3.8,2
Castelao Productions,Dagon: la secta del mar ,España,4175.0,3.8,2
Televisión de Galicia (TVG),Dagon: la secta del mar ,España,4175.0,3.8,2
Televisión de Galicia (TVG),Dagon: la secta del mar ,España,4175.0,3.8,2
Estudios Picasso,Dagon: la secta del mar ,España,4175.0,3.8,2
Vía Digital,Dagon: la secta del mar ,España,4175.0,3.8,2
Revolution Studios,Estoy hecho un animal ,Estados Unidos,11184.0,3.7,2
Happy Madison Productions,Estoy hecho un animal ,Estados Unidos,11184.0,3.7,2
Universal TV,Beethoven 3: De excursión con la familia ,Estados Unidos,1231.0,3.0,2
Warner Bros.,Rumores que matan ,Estados Unidos,5290.0,5.1,2
Outlaw Productions,Rumores que matan ,Estados Unidos,5290.0,5.1,2
New Line Cinema,Austin Powers 2: La espía que me achuchó ,Estados Unidos,25974.0,5.6,2
Carsey-Werner-Mandabach Productions,Aquellos maravillosos 70 (Serie de TV),Estados Unidos,15366.0,6.6,2
20th Century Fox Television,Aquellos maravillosos 70 (Serie de TV),Estados Unidos,15366.0,6.6,2
FOX,Aquellos maravillosos 70 (Serie de TV),Estados Unidos,15366.0,6.6,2
Walt Disney Pictures,George de la jungla ,Estados Unidos,26873.0,4.0,2
Mandeville Productions,George de la jungla ,Estados Unidos,26873.0,4.0,2
Avnet/Kerner Productions,George de la jungla ,Estados Unidos,26873.0,4.0,2
Banana Pictures,George de la jungla ,Estados Unidos,26873.0,4.0,2
Mutant Enemy,"Buffy, cazavampiros (Serie de TV)",Estados Unidos,48048.0,5.4,2
Kuzui Enterprises,"Buffy, cazavampiros (Serie de TV)",Estados Unidos,48048.0,5.4,2
Sandollar Television,"Buffy, cazavampiros (Serie de TV)",Estados Unidos,48048.0,5.4,2
20th Century Fox Television,"Buffy, cazavampiros (Serie de TV)",Estados Unidos,48048.0,5.4,2
FOX,"Buffy, cazavampiros (Serie de TV)",Estados Unidos,48048.0,5.4,2
Shin-Ei Animation,Shin Chan (Serie de TV),Japón,36677.0,5.7,2
Toho,Shin Chan (Serie de TV),Japón,36677.0,5.7,2
TV Asahi,Shin Chan (Serie de TV),Japón,36677.0,5.7,2
Universal Pictures,"Beethoven, uno más de la familia ",Estados Unidos,18640.0,4.3,2
Manuela Films,Salomé (C),España,1012.0,3.2,2
,"Saló, o los 120 días de Sodoma ",Italia,15067.0,6.2,2
Brownstone Productions,Oso vicioso ,Estados Unidos,1762.0,5.1,1
Lord Miller,Oso vicioso ,Estados Unidos,1762.0,5.1,1
Universal Pictures,Oso vicioso ,Estados Unidos,1762.0,5.1,1
Universal Pictures,Oso vicioso ,Estados Unidos,1762.0,5.1,1
YouPlanet,Bocadillo ,España,2040.0,1.5,1
Columbia Pictures,Infierno azul ,Estados Unidos,14132.0,5.3,1
Ombra Films,Infierno azul ,Estados Unidos,14132.0,5.3,1
Weimaraner Republic Pictures,Infierno azul ,Estados Unidos,14132.0,5.3,1
Intrepid Pictures,Hush (Silencio) ,Estados Unidos,8681.0,5.5,1
Blumhouse Productions,Hush (Silencio) ,Estados Unidos,8681.0,5.5,1
Six Entertainment,The Human Centipede III (Final Sequence) ,Países Bajos (Holanda),1733.0,3.3,1
Epic Pictures,Cuentos de Halloween ,Estados Unidos,2162.0,4.2,1
Film Entertainment Services,Cuentos de Halloween ,Estados Unidos,2162.0,4.2,1
Minds Meet,Lucifer ,Bélgica,54.0,3.9,1
Mantarraya Producciones,Lucifer ,Bélgica,54.0,3.9,1
Mollywood,Lucifer ,Bélgica,54.0,3.9,1
Bambú Producciones,El club de los incomprendidos ,España,3282.0,4.2,1
Atresmedia Cine,El club de los incomprendidos ,España,3282.0,4.2,1
Riot Cinema Collective,El cosmonauta ,España,1436.0,3.9,1
The Asylum,Sharknado (TV),Estados Unidos,9098.0,3.4,1
Southward Films,Sharknado (TV),Estados Unidos,9098.0,3.4,1
Syfy,Sharknado (TV),Estados Unidos,9098.0,3.4,1
Syfy,Sharknado (TV),Estados Unidos,9098.0,3.4,1
Relativity Studios,Movie 43 ,Estados Unidos,8966.0,4.1,1
GreeneStreet Films,Movie 43 ,Estados Unidos,8966.0,4.1,1
Virgin Produced,Movie 43 ,Estados Unidos,8966.0,4.1,1
Wessler Entertainment,Movie 43 ,Estados Unidos,8966.0,4.1,1
Witness Protection Films,Movie 43 ,Estados Unidos,8966.0,4.1,1
Six Entertainment,The Human Centipede 2 (Full Sequence) ,Países Bajos (Holanda),4704.0,5.0,1
Rogue,Skyline ,Estados Unidos,10381.0,3.4,1
Hydraulx Entertainment,Skyline ,Estados Unidos,10381.0,3.4,1
Relativity Studios,Skyline ,Estados Unidos,10381.0,3.4,1
Transmission Pictures,Skyline ,Estados Unidos,10381.0,3.4,1
