productores,titulo,pais,votos,votacion,nota
Stage 6 Films,No respires ,Estados Unidos,26802.0,6.4,6
Sam Raimi,No respires ,Estados Unidos,26802.0,6.4,6
Netflix,Black Mirror: Playtesting (TV),Reino Unido,20051.0,6.7,6
House of Tomorrow,Black Mirror: Playtesting (TV),Reino Unido,20051.0,6.7,6
Netflix,Black Mirror: Playtesting (TV),Reino Unido,20051.0,6.7,6
,Hi Stranger (C),Reino Unido,284.0,4.8,6
SBS Productions,Elle ,Francia,18555.0,6.4,6
Entre Chien et Loup,Elle ,Francia,18555.0,6.4,6
Lucasfilm,Rogue One: Una historia de Star Wars ,Estados Unidos,46509.0,6.9,6
Periscope Entertainment,Banking on Bitcoin ,Estados Unidos,328.0,6.1,6
Downtown Community Television Center,Banking on Bitcoin ,Estados Unidos,328.0,6.1,6
Dynamic Range,Banking on Bitcoin ,Estados Unidos,328.0,6.1,6
20th Century Fox,¿Tenía que ser él? ,Estados Unidos,5724.0,5.0,6
21 Laps Entertainment,¿Tenía que ser él? ,Estados Unidos,5724.0,5.0,6
Red Hour,¿Tenía que ser él? ,Estados Unidos,5724.0,5.0,6
Pixar Animation Studios,Piper (C),Estados Unidos,10428.0,7.5,6
Netflix,Black Mirror: Cállate y baila (TV),Reino Unido,20585.0,7.2,6
House of Tomorrow,Black Mirror: Cállate y baila (TV),Reino Unido,20585.0,7.2,6
Netflix,Black Mirror: Cállate y baila (TV),Reino Unido,20585.0,7.2,6
Pixar Animation Studios,Del revés (Inside Out) ,Estados Unidos,80888.0,7.8,6
Walt Disney Pictures,Del revés (Inside Out) ,Estados Unidos,80888.0,7.8,6
Enrique Cerezo P.C.,Mi gran noche ,España,16975.0,5.0,6
Telefónica Studios,Mi gran noche ,España,16975.0,5.0,6
RTVE,Mi gran noche ,España,16975.0,5.0,6
Canal+ España,Mi gran noche ,España,16975.0,5.0,6
Caviar Films,The Diary of a Teenage Girl ,Estados Unidos,4610.0,6.3,6
Cold Iron Pictures,The Diary of a Teenage Girl ,Estados Unidos,4610.0,6.3,6
Color Force,Los juegos del hambre: Sinsajo. Parte 2 ,Estados Unidos,29010.0,5.6,6
Lionsgate,Los juegos del hambre: Sinsajo. Parte 2 ,Estados Unidos,29010.0,5.6,6
CineFix,8 Bit Cinema: Titanic (C),Estados Unidos,300.0,4.9,6
YouTube,8 Bit Cinema: Titanic (C),Estados Unidos,300.0,4.9,6
Lionsgate,Sicario ,Estados Unidos,34460.0,6.9,6
Black Label Media,Sicario ,Estados Unidos,34460.0,6.9,6
Warner Bros.,Operación U.N.C.L.E. ,Estados Unidos,26771.0,6.4,6
RatPac-Dune Entertainment,Operación U.N.C.L.E. ,Estados Unidos,26771.0,6.4,6
Wigram Productions,Operación U.N.C.L.E. ,Estados Unidos,26771.0,6.4,6
Davis Entertainment,Operación U.N.C.L.E. ,Estados Unidos,26771.0,6.4,6
20th Century Fox,Joy ,Estados Unidos,15611.0,5.8,6
Annapurna Pictures,Joy ,Estados Unidos,15611.0,5.8,6
Davis Entertainment,Joy ,Estados Unidos,15611.0,5.8,6
Lucasfilm,Star Wars: El despertar de la Fuerza ,Estados Unidos,64224.0,6.7,6
Bad Robot,Star Wars: El despertar de la Fuerza ,Estados Unidos,64224.0,6.7,6
Kennedy Miller Productions,Mad Max: Furia en la carretera ,Australia,67826.0,7.1,6
Warner Bros.,Mad Max: Furia en la carretera ,Australia,67826.0,7.1,6
Village Roadshow,Mad Max: Furia en la carretera ,Australia,67826.0,7.1,6
RatPac-Dune Entertainment,Mad Max: Furia en la carretera ,Australia,67826.0,7.1,6
Warner Bros.,Mad Max: Furia en la carretera ,Australia,67826.0,7.1,6
Regency Enterprises,Una historia real ,Estados Unidos,6024.0,5.5,6
Plan B Entertainment,Una historia real ,Estados Unidos,6024.0,5.5,6
Indigo Film,La juventud ,Italia,19912.0,7.0,6
Medusa Produzione,La juventud ,Italia,19912.0,7.0,6
C-Films AG,La juventud ,Italia,19912.0,7.0,6
Bis Films,La juventud ,Italia,19912.0,7.0,6
Pathé,La juventud ,Italia,19912.0,7.0,6
Number 9 Films,La juventud ,Italia,19912.0,7.0,6
The Other Side Films,Eat My Shit (C),España,2581.0,3.4,6
BOND/360,Deep Web ,Estados Unidos,851.0,6.3,6
Trouper Productions,Deep Web ,Estados Unidos,851.0,6.3,6
Zipper Bros Films,Deep Web ,Estados Unidos,851.0,6.3,6
Broad Green Pictures,Green Room ,Estados Unidos,12827.0,6.1,6
Film Science,Green Room ,Estados Unidos,12827.0,6.1,6
Legendary Pictures,La cumbre escarlata ,Estados Unidos,20617.0,5.8,6
Warner Bros.,La cumbre escarlata ,Estados Unidos,20617.0,5.8,6
Plan B Entertainment,La gran apuesta ,Estados Unidos,34259.0,6.8,6
Regency Enterprises,La gran apuesta ,Estados Unidos,34259.0,6.8,6
Universal Pictures,Jurassic World ,Estados Unidos,54499.0,5.8,6
Amblin Entertainment,Jurassic World ,Estados Unidos,54499.0,5.8,6
Legendary Pictures,Jurassic World ,Estados Unidos,54499.0,5.8,6
The Kennedy/Marshall Company,Jurassic World ,Estados Unidos,54499.0,5.8,6
Fuji TV,Jurassic World ,Estados Unidos,54499.0,5.8,6
Dentsu Inc,Jurassic World ,Estados Unidos,54499.0,5.8,6
Istiqlal Films,Fatima ,Francia,914.0,6.3,6
arte France Cinéma,Fatima ,Francia,914.0,6.3,6
Possibles Média,Fatima ,Francia,914.0,6.3,6
Rhône-Alpes Cinéma,Fatima ,Francia,914.0,6.3,6
Majestic,Colonia ,Alemania,3414.0,5.9,6
Iris Productions,Colonia ,Alemania,3414.0,5.9,6
Rat Pack Filmproduktion,Colonia ,Alemania,3414.0,5.9,6
Rezo Productions,Colonia ,Alemania,3414.0,5.9,6
Fred Films,Colonia ,Alemania,3414.0,5.9,6
Film4 Productions,Sufragistas ,Reino Unido,12594.0,6.8,6
Pathé,Sufragistas ,Reino Unido,12594.0,6.8,6
Ruby Films,Sufragistas ,Reino Unido,12594.0,6.8,6
Gina Kwon,Camp X-Ray ,Estados Unidos,1877.0,6.1,6
Big Indie Pictures,Siempre Alice ,Estados Unidos,13175.0,6.8,6
Killer Films,Siempre Alice ,Estados Unidos,13175.0,6.8,6
Sony Pictures Classics,Siempre Alice ,Estados Unidos,13175.0,6.8,6
The Weinstein Company,Sin City: Una dama por la que matar ,Estados Unidos,9961.0,5.7,6
Dimension Films,Sin City: Una dama por la que matar ,Estados Unidos,9961.0,5.7,6
Aldamisa Entertainment,Sin City: Una dama por la que matar ,Estados Unidos,9961.0,5.7,6
Demarest Films,Sin City: Una dama por la que matar ,Estados Unidos,9961.0,5.7,6
Miramax,Sin City: Una dama por la que matar ,Estados Unidos,9961.0,5.7,6
Solipsist Film,Sin City: Una dama por la que matar ,Estados Unidos,9961.0,5.7,6
Troublemaker Studios,Sin City: Una dama por la que matar ,Estados Unidos,9961.0,5.7,6
Alandra Films,La casa del tiempo ,Francia,93.0,5.6,6
Ulrich Seidl Film Produktion GmbH,"Buenas noches, mamá ",Austria,7305.0,6.2,6
Les Films Du Premier,"Dios mío, ¿pero qué te hemos hecho? ",Francia,17220.0,6.0,6
TF1 International,"Dios mío, ¿pero qué te hemos hecho? ",Francia,17220.0,6.0,6
TF1 Films Production,"Dios mío, ¿pero qué te hemos hecho? ",Francia,17220.0,6.0,6
Blumhouse Productions,Anarchy: La noche de las bestias ,Estados Unidos,20764.0,5.7,6
Platinum Dunes,Anarchy: La noche de las bestias ,Estados Unidos,20764.0,5.7,6
Universal Pictures,Anarchy: La noche de las bestias ,Estados Unidos,20764.0,5.7,6
Why Not Productions,Anarchy: La noche de las bestias ,Estados Unidos,20764.0,5.7,6
Calamity Films,Pride (Orgullo) ,Reino Unido,14812.0,7.2,6
Animal Logic,La LEGO película ,Australia,24919.0,6.7,6
LEGO,La LEGO película ,Australia,24919.0,6.7,6
Lin Pictures,La LEGO película ,Australia,24919.0,6.7,6
Warner Bros.,La LEGO película ,Australia,24919.0,6.7,6
Village Roadshow,La LEGO película ,Australia,24919.0,6.7,6
Vertigo Entertainment,La LEGO película ,Australia,24919.0,6.7,6
Annapurna Pictures,Foxcatcher ,Estados Unidos,15728.0,6.3,6
Likely Story,Foxcatcher ,Estados Unidos,15728.0,6.3,6
Media Rights Capital (MRC),Foxcatcher ,Estados Unidos,15728.0,6.3,6
Columbia Pictures,Foxcatcher ,Estados Unidos,15728.0,6.3,6
Silverwood Films,Big Eyes ,Estados Unidos,17982.0,6.1,6
Electric City Entertainment,Big Eyes ,Estados Unidos,17982.0,6.1,6
The Weinstein Company,Big Eyes ,Estados Unidos,17982.0,6.1,6
Tim Burton,Big Eyes ,Estados Unidos,17982.0,6.1,6
The Weinstein Company,St. Vincent ,Estados Unidos,10215.0,6.5,6
Chernin Entertainment,St. Vincent ,Estados Unidos,10215.0,6.5,6
Crescendo Productions,St. Vincent ,Estados Unidos,10215.0,6.5,6
DreamWorks Animation,Cómo entrenar a tu dragón 2 ,Estados Unidos,24907.0,6.9,6
Mad Hatter Entertainment,Cómo entrenar a tu dragón 2 ,Estados Unidos,24907.0,6.9,6
Fox 2000 Pictures,Bajo la misma estrella ,Estados Unidos,18786.0,6.6,6
Temple Hill Entertainment,Bajo la misma estrella ,Estados Unidos,18786.0,6.6,6
Wingnut Films,El Hobbit: La batalla de los cinco ejércitos ,Nueva Zelanda,48039.0,6.3,6
New Line Cinema,El Hobbit: La batalla de los cinco ejércitos ,Nueva Zelanda,48039.0,6.3,6
Metro-Goldwyn-Mayer (MGM),El Hobbit: La batalla de los cinco ejércitos ,Nueva Zelanda,48039.0,6.3,6
Warner Bros.,El Hobbit: La batalla de los cinco ejércitos ,Nueva Zelanda,48039.0,6.3,6
Chernin Entertainment,El amanecer del planeta de los simios ,Estados Unidos,46559.0,6.6,6
Ingenious Media,El amanecer del planeta de los simios ,Estados Unidos,46559.0,6.6,6
Soho VFX,El amanecer del planeta de los simios ,Estados Unidos,46559.0,6.6,6
TSG Entertainment,El amanecer del planeta de los simios ,Estados Unidos,46559.0,6.6,6
20th Century Fox,El amanecer del planeta de los simios ,Estados Unidos,46559.0,6.6,6
Working Title Films,La teoría del todo ,Reino Unido,47212.0,7.0,6
Chernin Entertainment,La entrega (The Drop) ,Estados Unidos,16358.0,6.4,6
Fox Searchlight,La entrega (The Drop) ,Estados Unidos,16358.0,6.4,6
Fox Searchlight,Birdman o (La inesperada virtud de la ignorancia) ,Estados Unidos,74599.0,7.0,6
Regency Enterprises,Birdman o (La inesperada virtud de la ignorancia) ,Estados Unidos,74599.0,7.0,6
FX Productions,Fargo (Miniserie de TV),Estados Unidos,40174.0,8.2,6
MGM Television,Fargo (Miniserie de TV),Estados Unidos,40174.0,8.2,6
Joel Coen,Fargo (Miniserie de TV),Estados Unidos,40174.0,8.2,6
Ethan Coen,Fargo (Miniserie de TV),Estados Unidos,40174.0,8.2,6
FX Network,Fargo (Miniserie de TV),Estados Unidos,40174.0,8.2,6
Demarest Films,Tusk ,Estados Unidos,6176.0,5.0,6
SModcast Pictures,Tusk ,Estados Unidos,6176.0,5.0,6
Indian Paintbrush,El Gran Hotel Budapest ,Estados Unidos,71700.0,7.2,6
American Empirical Pictures,El Gran Hotel Budapest ,Estados Unidos,71700.0,7.2,6
Studio Babelsberg,El Gran Hotel Budapest ,Estados Unidos,71700.0,7.2,6
Scott Rudin Productions,El Gran Hotel Budapest ,Estados Unidos,71700.0,7.2,6
Fox Searchlight,El Gran Hotel Budapest ,Estados Unidos,71700.0,7.2,6
TSG Entertainment,El Gran Hotel Budapest ,Estados Unidos,71700.0,7.2,6
Fox Searchlight,El Gran Hotel Budapest ,Estados Unidos,71700.0,7.2,6
Ikiru Films,El Niño ,España,36056.0,6.1,6
Vaca Films,El Niño ,España,36056.0,6.1,6
Telecinco Cinema,El Niño ,España,36056.0,6.1,6
La Ferme! Productions,El Niño ,España,36056.0,6.1,6
Warner Bros.,Transcendence ,Estados Unidos,16215.0,5.2,6
Alcon Entertainment,Transcendence ,Estados Unidos,16215.0,5.2,6
Syncopy Production,Transcendence ,Estados Unidos,16215.0,5.2,6
MG Entertainment,Transcendence ,Estados Unidos,16215.0,5.2,6
Straight Up Films,Transcendence ,Estados Unidos,16215.0,5.2,6
Zentropa Productions,Profanación (Los casos del Departamento Q) ,Dinamarca,4931.0,6.5,6
Film I Väst,Profanación (Los casos del Departamento Q) ,Dinamarca,4931.0,6.5,6
Zentropa International Sweden,Profanación (Los casos del Departamento Q) ,Dinamarca,4931.0,6.5,6
TV2,Profanación (Los casos del Departamento Q) ,Dinamarca,4931.0,6.5,6
ZDF,Profanación (Los casos del Departamento Q) ,Dinamarca,4931.0,6.5,6
ZDF Enterprises,Profanación (Los casos del Departamento Q) ,Dinamarca,4931.0,6.5,6
TV 4,Profanación (Los casos del Departamento Q) ,Dinamarca,4931.0,6.5,6
TV2 Norge See,Profanación (Los casos del Departamento Q) ,Dinamarca,4931.0,6.5,6
Det Danske Filminstitut,Profanación (Los casos del Departamento Q) ,Dinamarca,4931.0,6.5,6
Eurimages,Profanación (Los casos del Departamento Q) ,Dinamarca,4931.0,6.5,6
Deutscher Filmförderfonds,Profanación (Los casos del Departamento Q) ,Dinamarca,4931.0,6.5,6
Schleswig-Holstein Film Commission,Profanación (Los casos del Departamento Q) ,Dinamarca,4931.0,6.5,6
Programme MEDIA de la Communauté Européenne,Profanación (Los casos del Departamento Q) ,Dinamarca,4931.0,6.5,6
Channel 4,Black Mirror: Blanca Navidad (TV),Reino Unido,28517.0,7.9,6
House of Tomorrow,Black Mirror: Blanca Navidad (TV),Reino Unido,28517.0,7.9,6
Vice Films,The 3:07 AM Project (C),Estados Unidos,556.0,4.4,6
Warner Bros.,Expediente Warren: The Conjuring ,Estados Unidos,50290.0,6.8,6
New Line Cinema,Expediente Warren: The Conjuring ,Estados Unidos,50290.0,6.8,6
Evergreen Media,Expediente Warren: The Conjuring ,Estados Unidos,50290.0,6.8,6
The Safran Company,Expediente Warren: The Conjuring ,Estados Unidos,50290.0,6.8,6
Moho Films,Rompenieves (Snowpiercer) ,Corea del Sur,28674.0,6.4,6
Opus Pictures,Rompenieves (Snowpiercer) ,Corea del Sur,28674.0,6.4,6
Opus Film,Ida ,Polonia,16739.0,6.9,6
Phoenix Film,Ida ,Polonia,16739.0,6.9,6
Relativity Studios,Don Jon ,Estados Unidos,18078.0,5.6,6
Voltage Pictures,Don Jon ,Estados Unidos,18078.0,5.6,6
Ram Bergman Productions,Don Jon ,Estados Unidos,18078.0,5.6,6
Wild Bunch,La vida de Adèle ,Francia,39102.0,7.4,6
"""Quat'sous Films""",La vida de Adèle ,Francia,39102.0,7.4,6
France 2 Cinema,La vida de Adèle ,Francia,39102.0,7.4,6
Scope Pictures,La vida de Adèle ,Francia,39102.0,7.4,6
Vértigo Films,La vida de Adèle ,Francia,39102.0,7.4,6
RTBF (Télévision Belge),La vida de Adèle ,Francia,39102.0,7.4,6
Canal+,La vida de Adèle ,Francia,39102.0,7.4,6
Ciné+,La vida de Adèle ,Francia,39102.0,7.4,6
David F. Sandberg,Luces fuera (Lights Out) (C),Suecia,5239.0,6.6,6
BBC Film,Philomena ,Reino Unido,14309.0,6.7,6
Pathé,Philomena ,Reino Unido,14309.0,6.7,6
Baby Cow Productions,Philomena ,Reino Unido,14309.0,6.7,6
British Film Institute,Philomena ,Reino Unido,14309.0,6.7,6
Magnolia Mae Films,Philomena ,Reino Unido,14309.0,6.7,6
Pixar Animation Studios,Monstruos University ,Estados Unidos,39961.0,6.5,6
Walt Disney Pictures,Monstruos University ,Estados Unidos,39961.0,6.5,6
Film I Väst,Misericordia (Los casos del Departamento Q) ,Dinamarca,5542.0,6.5,6
Zentropa Productions,Misericordia (Los casos del Departamento Q) ,Dinamarca,5542.0,6.5,6
Zentropa International Sweden,Misericordia (Los casos del Departamento Q) ,Dinamarca,5542.0,6.5,6
United Channel Movies,Big Bad Wolves ,Israel,8010.0,6.3,6
Summit Entertainment,12 años de esclavitud ,Estados Unidos,63554.0,7.3,6
Plan B Entertainment,12 años de esclavitud ,Estados Unidos,63554.0,7.3,6
River Road Entertainment,12 años de esclavitud ,Estados Unidos,63554.0,7.3,6
Regency Enterprises,12 años de esclavitud ,Estados Unidos,63554.0,7.3,6
Film4 Productions,12 años de esclavitud ,Estados Unidos,63554.0,7.3,6
Fox Searchlight,12 años de esclavitud ,Estados Unidos,63554.0,7.3,6
The Weinstein Company,Agosto ,Estados Unidos,20368.0,6.7,6
Jean Doumanian Productions,Agosto ,Estados Unidos,20368.0,6.7,6
Rhombus Media,Enemy ,Canadá,26310.0,6.4,6
Roxbury Pictures,Enemy ,Canadá,26310.0,6.4,6
Mecanismo Films,Enemy ,Canadá,26310.0,6.4,6
Universal Pictures,Gru 2. Mi villano favorito ,Estados Unidos,38619.0,6.6,6
Illumination Entertainment,Gru 2. Mi villano favorito ,Estados Unidos,38619.0,6.6,6
Intrepid Pictures,Oculus: El espejo del mal ,Estados Unidos,8403.0,5.6,6
Blumhouse Productions,Oculus: El espejo del mal ,Estados Unidos,8403.0,5.6,6
WWE Studios,Oculus: El espejo del mal ,Estados Unidos,8403.0,5.6,6
Relativity Studios,Oculus: El espejo del mal ,Estados Unidos,8403.0,5.6,6
R.P. Productions,La Venus de las pieles ,Francia,9970.0,6.8,6
Les Films Alain Sarde,La Venus de las pieles ,Francia,9970.0,6.8,6
Monolith Films,La Venus de las pieles ,Francia,9970.0,6.8,6
Walt Disney Animation Studios,Frozen. El reino del hielo ,Estados Unidos,47263.0,6.5,6
Walt Disney Pictures,Frozen. El reino del hielo ,Estados Unidos,47263.0,6.5,6
Paco Cinematografica,La mejor oferta ,Italia,24893.0,7.1,6
UniCredit,La mejor oferta ,Italia,24893.0,7.1,6
LD Entertainment,Desconexión ,Estados Unidos,7257.0,6.9,6
Wonderful Films,Desconexión ,Estados Unidos,7257.0,6.9,6
Sony Pictures Classics,Pacto de silencio ,Estados Unidos,4806.0,5.5,6
Voltage Pictures,Pacto de silencio ,Estados Unidos,4806.0,5.5,6
Wildwood Enterprises,Pacto de silencio ,Estados Unidos,4806.0,5.5,6
Kingsgate Films,Pacto de silencio ,Estados Unidos,4806.0,5.5,6
Brightlight Pictures,Pacto de silencio ,Estados Unidos,4806.0,5.5,6
TCYK North Productions,Pacto de silencio ,Estados Unidos,4806.0,5.5,6
The Weinstein Company,The Master ,Estados Unidos,23285.0,6.3,6
Annapurna Pictures,The Master ,Estados Unidos,23285.0,6.3,6
Ghoulardi Film Company,The Master ,Estados Unidos,23285.0,6.3,6
Pixar Animation Studios,Toy Story Toons: Fiesta Saurio Rex (C),Estados Unidos,2352.0,6.7,6
Process Film,Few Words ,Francia,,,6
Quicksilver Europe,Few Words ,Francia,,,6
DreamWorks Animation,El origen de los guardianes ,Estados Unidos,9527.0,6.4,6
Guillermo del Toro,El origen de los guardianes ,Estados Unidos,9527.0,6.4,6
DC Entertainment,El caballero oscuro: La leyenda renace ,Estados Unidos,99420.0,7.5,6
Legendary Pictures,El caballero oscuro: La leyenda renace ,Estados Unidos,99420.0,7.5,6
Warner Bros.,El caballero oscuro: La leyenda renace ,Estados Unidos,99420.0,7.5,6
Gravier Productions,A Roma con amor ,Estados Unidos,27158.0,5.8,6
Mediapro,A Roma con amor ,Estados Unidos,27158.0,5.8,6
Medusa Produzione,A Roma con amor ,Estados Unidos,27158.0,5.8,6
Luminant Media,Somos legión. La historia de los hackers ,Estados Unidos,713.0,6.4,6
Upstart Filmworks,Little Red (C),Dinamarca,97.0,4.3,6
Imposible Films,Una pistola en cada mano ,España,12385.0,6.4,6
Fox 2000 Pictures,Persiguiendo Mavericks ,Estados Unidos,4020.0,5.9,6
Walden Media,Persiguiendo Mavericks ,Estados Unidos,4020.0,5.9,6
PES,Fresh Guacamole (C),Estados Unidos,3243.0,6.3,6
20th Century Fox,Chronicle ,Estados Unidos,24474.0,6.2,6
Warner Bros.,Argo ,Estados Unidos,77636.0,7.2,6
GK Films,Argo ,Estados Unidos,77636.0,7.2,6
Smoke House Pictures,Argo ,Estados Unidos,77636.0,7.2,6
Ben Affleck,Argo ,Estados Unidos,77636.0,7.2,6
Fox Searchlight,Hitchcock ,Estados Unidos,18864.0,6.2,6
The Montecito Picture Company,Hitchcock ,Estados Unidos,18864.0,6.2,6
Cinereach,Bestias del sur salvaje ,Estados Unidos,15623.0,6.5,6
Court 13 Pictures,Bestias del sur salvaje ,Estados Unidos,15623.0,6.5,6
Journeyman Pictures,Bestias del sur salvaje ,Estados Unidos,15623.0,6.5,6
Columbia Pictures,La noche más oscura (Zero Dark Thirty) ,Estados Unidos,38228.0,6.8,6
Annapurna Pictures,La noche más oscura (Zero Dark Thirty) ,Estados Unidos,38228.0,6.8,6
Focus Features,Moonrise Kingdom ,Estados Unidos,38924.0,7.2,6
American Empirical Pictures,Moonrise Kingdom ,Estados Unidos,38924.0,7.2,6
Indian Paintbrush,Moonrise Kingdom ,Estados Unidos,38924.0,7.2,6
Aleix Saló,Españistán (La burbuja inmobiliaria) (C),España,18705.0,7.6,6
DreamWorks Animation,El gato con botas ,Estados Unidos,18568.0,5.8,6
Guillermo del Toro,El gato con botas ,Estados Unidos,18568.0,5.8,6
Memento Films,"Nader y Simin, una separación ",Irán,18299.0,7.7,6
Sony Pictures Classics,"Nader y Simin, una separación ",Irán,18299.0,7.7,6
Asghar Farhadi,"Nader y Simin, una separación ",Irán,18299.0,7.7,6
Apatow Productions,La boda de mi mejor amiga ,Estados Unidos,21629.0,5.7,6
Universal Pictures,La boda de mi mejor amiga ,Estados Unidos,21629.0,5.7,6
Oria Films,No tengas miedo ,España,5958.0,6.2,6
Film4 Productions,Shame ,Reino Unido,40302.0,6.7,6
UK Film Council,Shame ,Reino Unido,40302.0,6.7,6
See-Saw Films,Shame ,Reino Unido,40302.0,6.7,6
Regency Enterprises,In Time ,Estados Unidos,52389.0,5.8,6
Strike Entertainment,In Time ,Estados Unidos,52389.0,5.8,6
20th Century Fox,In Time ,Estados Unidos,52389.0,5.8,6
Atípica Films,Primos ,España,46466.0,6.4,6
Mod Producciones,Primos ,España,46466.0,6.4,6
20th Century Fox,El origen del planeta de los simios ,Estados Unidos,73104.0,6.7,6
Dune Entertainment,El origen del planeta de los simios ,Estados Unidos,73104.0,6.7,6
Chernin Entertainment,El origen del planeta de los simios ,Estados Unidos,73104.0,6.7,6
Fox Searchlight,Los descendientes ,Estados Unidos,44580.0,6.5,6
Ad Hominem Enterprises,Los descendientes ,Estados Unidos,44580.0,6.5,6
Pathé,La dama de hierro ,Reino Unido,13911.0,5.8,6
Film4 Productions,La dama de hierro ,Reino Unido,13911.0,5.8,6
UK Film Council,La dama de hierro ,Reino Unido,13911.0,5.8,6
Canal+,La dama de hierro ,Reino Unido,13911.0,5.8,6
Cinecinema,La dama de hierro ,Reino Unido,13911.0,5.8,6
Goldcrest Films,La dama de hierro ,Reino Unido,13911.0,5.8,6
DJ Films,La dama de hierro ,Reino Unido,13911.0,5.8,6
FilmDistrict,Drive ,Estados Unidos,84799.0,7.2,6
Bold Films,Drive ,Estados Unidos,84799.0,7.2,6
Odd Lot Entertainment,Drive ,Estados Unidos,84799.0,7.2,6
Marc Platt Productions,Drive ,Estados Unidos,84799.0,7.2,6
Cross Creek Pictures,Los idus de marzo ,Estados Unidos,30367.0,6.7,6
Exclusive Media Group,Los idus de marzo ,Estados Unidos,30367.0,6.7,6
Smoke House Pictures,Los idus de marzo ,Estados Unidos,30367.0,6.7,6
Warner Bros.,Sherlock Holmes: Juego de Sombras (Sherlock Holmes 2) ,Estados Unidos,49157.0,6.4,6
Village Roadshow,Sherlock Holmes: Juego de Sombras (Sherlock Holmes 2) ,Estados Unidos,49157.0,6.4,6
Silver Pictures,Sherlock Holmes: Juego de Sombras (Sherlock Holmes 2) ,Estados Unidos,49157.0,6.4,6
Wigram Productions,Sherlock Holmes: Juego de Sombras (Sherlock Holmes 2) ,Estados Unidos,49157.0,6.4,6
Lin Pictures,Sherlock Holmes: Juego de Sombras (Sherlock Holmes 2) ,Estados Unidos,49157.0,6.4,6
Columbia Pictures,Moneyball: Rompiendo las reglas ,Estados Unidos,36939.0,6.7,6
Michael De Luca,Moneyball: Rompiendo las reglas ,Estados Unidos,36939.0,6.7,6
Scott Rudin Productions,Moneyball: Rompiendo las reglas ,Estados Unidos,36939.0,6.7,6
Specialty Films,Moneyball: Rompiendo las reglas ,Estados Unidos,36939.0,6.7,6
DreamWorks SKG,War Horse (Caballo de batalla) ,Estados Unidos,29051.0,6.5,6
Reliance Entertainment,War Horse (Caballo de batalla) ,Estados Unidos,29051.0,6.5,6
Amblin Entertainment,War Horse (Caballo de batalla) ,Estados Unidos,29051.0,6.5,6
The Kennedy/Marshall Company,War Horse (Caballo de batalla) ,Estados Unidos,29051.0,6.5,6
Touchstone Pictures,War Horse (Caballo de batalla) ,Estados Unidos,29051.0,6.5,6
Universal Pictures,"Gru, mi villano favorito ",Estados Unidos,55221.0,6.8,6
Illumination Entertainment,"Gru, mi villano favorito ",Estados Unidos,55221.0,6.8,6
HHG Film Company,Invention of Love (C),Rusia,878.0,6.4,6
Universal Pictures,Ahora los padres son ellos ,Estados Unidos,18288.0,4.8,6
Paramount Pictures,Ahora los padres son ellos ,Estados Unidos,18288.0,4.8,6
Relativity Studios,Ahora los padres son ellos ,Estados Unidos,18288.0,4.8,6
Tribeca Productions,Ahora los padres son ellos ,Estados Unidos,18288.0,4.8,6
Everyman Pictures,Ahora los padres son ellos ,Estados Unidos,18288.0,4.8,6
Incentive Filmed Entertainment,Blue Valentine ,Estados Unidos,24968.0,6.9,6
Silverwood Films,Blue Valentine ,Estados Unidos,24968.0,6.9,6
Hunting Lane Films,Blue Valentine ,Estados Unidos,24968.0,6.9,6
Chrysler Corporation,Blue Valentine ,Estados Unidos,24968.0,6.9,6
Shade Pictures,Blue Valentine ,Estados Unidos,24968.0,6.9,6
Motel Movies,Blue Valentine ,Estados Unidos,24968.0,6.9,6
Cottage Industries,Blue Valentine ,Estados Unidos,24968.0,6.9,6
Fox Searchlight,127 horas ,Estados Unidos,58290.0,6.8,6
Pathé,127 horas ,Estados Unidos,58290.0,6.8,6
PHI Films,Incendies ,Canadá,23366.0,7.7,6
micro_scope,Incendies ,Canadá,23366.0,7.7,6
TS Productions,Incendies ,Canadá,23366.0,7.7,6
Walt Disney Pictures,TRON: Legacy ,Estados Unidos,26998.0,5.6,6
Universal Pictures,Robin Hood ,Estados Unidos,43422.0,6.1,6
Scott Free Productions,Robin Hood ,Estados Unidos,43422.0,6.1,6
Imagine Entertainment,Robin Hood ,Estados Unidos,43422.0,6.1,6
Alliance Films,Insidious ,Estados Unidos,33080.0,5.8,6
Blumhouse Productions,Insidious ,Estados Unidos,33080.0,5.8,6
Paranoid Pictures,Exit Through the Gift Shop ,Reino Unido,14280.0,7.6,6
James Gay-Rees,Exit Through the Gift Shop ,Reino Unido,14280.0,7.6,6
Trésor Films,Pequeñas mentiras sin importancia ,Francia,17038.0,6.8,6
Europa Corp,Pequeñas mentiras sin importancia ,Francia,17038.0,6.8,6
M6 Films,Pequeñas mentiras sin importancia ,Francia,17038.0,6.8,6
Canoe Films,Pequeñas mentiras sin importancia ,Francia,17038.0,6.8,6
Canoe Films,Pequeñas mentiras sin importancia ,Francia,17038.0,6.8,6
Cofinova,Pequeñas mentiras sin importancia ,Francia,17038.0,6.8,6
La Compagine Cinematographique Europeenne,Pequeñas mentiras sin importancia ,Francia,17038.0,6.8,6
Panache Productions,Pequeñas mentiras sin importancia ,Francia,17038.0,6.8,6
Paramount Pictures,The Fighter ,Estados Unidos,45734.0,7.2,6
Mandeville Productions,The Fighter ,Estados Unidos,45734.0,7.2,6
