generos,titulo,votos,votacion,nota
Terror,¿Quién puede matar a un niño? ,13134.0,7.2,5
Intriga,¿Quién puede matar a un niño? ,13134.0,7.2,5
Thriller,¿Quién puede matar a un niño? ,13134.0,7.2,5
Infancia,¿Quién puede matar a un niño? ,13134.0,7.2,5
Película de culto,¿Quién puede matar a un niño? ,13134.0,7.2,5
Musical,The Rocky Horror Picture Show ,37578.0,7.0,5
Comedia,The Rocky Horror Picture Show ,37578.0,7.0,5
Terror,The Rocky Horror Picture Show ,37578.0,7.0,5
Comedia de terror,The Rocky Horror Picture Show ,37578.0,7.0,5
Comedia negra,The Rocky Horror Picture Show ,37578.0,7.0,5
Película de culto,The Rocky Horror Picture Show ,37578.0,7.0,5
Comedia,Amarcord ,19483.0,8.0,5
Drama,Amarcord ,19483.0,8.0,5
Años 30,Amarcord ,19483.0,8.0,5
Vida rural,Amarcord ,19483.0,8.0,5
Comedia dramática,Amarcord ,19483.0,8.0,5
Drama,Gritos y susurros ,9321.0,7.7,5
Enfermedad,Gritos y susurros ,9321.0,7.7,5
Familia,Gritos y susurros ,9321.0,7.7,5
Drama,La hora del lobo ,6480.0,7.4,5
Terror,La hora del lobo ,6480.0,7.4,5
Drama psicológico,La hora del lobo ,6480.0,7.4,5
Surrealismo,La hora del lobo ,6480.0,7.4,5
Drama,Peppermint Frappé ,2097.0,6.6,5
Drama,The Big Shave (C),3402.0,5.7,5
Cine experimental,The Big Shave (C),3402.0,5.7,5
Cine independiente USA,The Big Shave (C),3402.0,5.7,5
Gore,The Big Shave (C),3402.0,5.7,5
Cortometraje,The Big Shave (C),3402.0,5.7,5
Serie de TV,El correcaminos (Serie de TV),23650.0,7.0,5
Animación,El correcaminos (Serie de TV),23650.0,7.0,5
Comedia,El correcaminos (Serie de TV),23650.0,7.0,5
Infantil,El correcaminos (Serie de TV),23650.0,7.0,5
Spin-off,El correcaminos (Serie de TV),23650.0,7.0,5
Looney Tunes,El correcaminos (Serie de TV),23650.0,7.0,5
Ciencia ficción,Fahrenheit 451 ,19756.0,7.3,5
Literatura,Fahrenheit 451 ,19756.0,7.3,5
Sátira,Fahrenheit 451 ,19756.0,7.3,5
Distopía,Fahrenheit 451 ,19756.0,7.3,5
Bomberos,Fahrenheit 451 ,19756.0,7.3,5
Infantil,Mi amigo Flipper ,938.0,4.4,5
Aventuras,Mi amigo Flipper ,938.0,4.4,5
Animales,Mi amigo Flipper ,938.0,4.4,5
Delfines,Mi amigo Flipper ,938.0,4.4,5
Drama,El ángel exterminador ,25594.0,8.0,5
Sátira,El ángel exterminador ,25594.0,8.0,5
Surrealismo,El ángel exterminador ,25594.0,8.0,5
Película de culto,El ángel exterminador ,25594.0,8.0,5
Terror,La pequeña tienda de los horrores ,21266.0,6.7,5
Comedia,La pequeña tienda de los horrores ,21266.0,6.7,5
Serie B,La pequeña tienda de los horrores ,21266.0,6.7,5
Monstruos,La pequeña tienda de los horrores ,21266.0,6.7,5
Comedia de terror,La pequeña tienda de los horrores ,21266.0,6.7,5
Película de culto,La pequeña tienda de los horrores ,21266.0,6.7,5
Bélico,Fear and desire (Miedo y deseo) ,2006.0,5.5,5
Drama,Fear and desire (Miedo y deseo) ,2006.0,5.5,5
II Guerra Mundial,Fear and desire (Miedo y deseo) ,2006.0,5.5,5
Comedia,El hombre tranquilo ,30229.0,8.0,5
Romance,El hombre tranquilo ,30229.0,8.0,5
Vida rural,El hombre tranquilo ,30229.0,8.0,5
Comedia romántica,El hombre tranquilo ,30229.0,8.0,5
Amistad,El hombre tranquilo ,30229.0,8.0,5
Documental,Flying Padre (C),840.0,4.8,5
Religión,Flying Padre (C),840.0,4.8,5
Aviones,Flying Padre (C),840.0,4.8,5
Cortometraje,Flying Padre (C),840.0,4.8,5
Ciencia ficción,Superman (Miniserie de TV),93.0,6.2,5
Acción,Superman (Miniserie de TV),93.0,6.2,5
Serie de TV,Superman (Miniserie de TV),93.0,6.2,5
Superhéroes,Superman (Miniserie de TV),93.0,6.2,5
Cómic,Superman (Miniserie de TV),93.0,6.2,5
DC Comics,Superman (Miniserie de TV),93.0,6.2,5
Miniserie de TV,Superman (Miniserie de TV),93.0,6.2,5
Animación,Bambi ,73067.0,6.6,5
Drama,Bambi ,73067.0,6.6,5
Infantil,Bambi ,73067.0,6.6,5
Naturaleza,Bambi ,73067.0,6.6,5
Animales,Bambi ,73067.0,6.6,5
Cine familiar,Bambi ,73067.0,6.6,5
Animación,El gato con botas (C),99.0,4.5,5
Aventuras,El gato con botas (C),99.0,4.5,5
Cuentos,El gato con botas (C),99.0,4.5,5
Gatos,El gato con botas (C),99.0,4.5,5
Cine mudo,El gato con botas (C),99.0,4.5,5
Cortometraje (animación),El gato con botas (C),99.0,4.5,5
Animación,Los músicos de Bremen (C),92.0,4.6,5
Fantástico,Los músicos de Bremen (C),92.0,4.6,5
Cuentos,Los músicos de Bremen (C),92.0,4.6,5
Cine mudo,Los músicos de Bremen (C),92.0,4.6,5
Cortometraje (animación),Los músicos de Bremen (C),92.0,4.6,5
Fantástico,El dirigible fantástico (C),165.0,5.1,5
Cine mudo,El dirigible fantástico (C),165.0,5.1,5
Orígenes del cine,El dirigible fantástico (C),165.0,5.1,5
Cortometraje,El dirigible fantástico (C),165.0,5.1,5
Documental,Llegada del tren a la estación de La Ciotat (C),6416.0,6.6,5
Trenes / Metros,Llegada del tren a la estación de La Ciotat (C),6416.0,6.6,5
Cine mudo,Llegada del tren a la estación de La Ciotat (C),6416.0,6.6,5
Orígenes del cine,Llegada del tren a la estación de La Ciotat (C),6416.0,6.6,5
Cortometraje,Llegada del tren a la estación de La Ciotat (C),6416.0,6.6,5
Documental,Salida de los obreros de la fábrica Lumière (C),5213.0,6.3,5
Cine mudo,Salida de los obreros de la fábrica Lumière (C),5213.0,6.3,5
Orígenes del cine,Salida de los obreros de la fábrica Lumière (C),5213.0,6.3,5
Cortometraje,Salida de los obreros de la fábrica Lumière (C),5213.0,6.3,5
Drama,Alcarràs ,11868.0,6.8,4
Familia,Alcarràs ,11868.0,6.8,4
Vida rural,Alcarràs ,11868.0,6.8,4
Trabajo/empleo,Alcarràs ,11868.0,6.8,4
Intriga,Tiempo ,19252.0,5.6,4
Fantástico,Tiempo ,19252.0,5.6,4
Thriller,Tiempo ,19252.0,5.6,4
Drama,Tiempo ,19252.0,5.6,4
Familia,Tiempo ,19252.0,5.6,4
Sobrenatural,Tiempo ,19252.0,5.6,4
Cómic,Tiempo ,19252.0,5.6,4
Serie de TV,El juego del calamar (Serie de TV),32227.0,7.0,4
Thriller,El juego del calamar (Serie de TV),32227.0,7.0,4
Intriga,El juego del calamar (Serie de TV),32227.0,7.0,4
Distopía,El juego del calamar (Serie de TV),32227.0,7.0,4
Supervivencia,El juego del calamar (Serie de TV),32227.0,7.0,4
Terror,La calle del terror. Parte 1: 1994 ,7142.0,5.4,4
Intriga,La calle del terror. Parte 1: 1994 ,7142.0,5.4,4
Slasher,La calle del terror. Parte 1: 1994 ,7142.0,5.4,4
Brujería,La calle del terror. Parte 1: 1994 ,7142.0,5.4,4
Sobrenatural,La calle del terror. Parte 1: 1994 ,7142.0,5.4,4
Años 90,La calle del terror. Parte 1: 1994 ,7142.0,5.4,4
Serie de TV,La calle del terror (Miniserie de TV),1607.0,6.1,4
Terror,La calle del terror (Miniserie de TV),1607.0,6.1,4
Thriller,La calle del terror (Miniserie de TV),1607.0,6.1,4
Intriga,La calle del terror (Miniserie de TV),1607.0,6.1,4
Slasher,La calle del terror (Miniserie de TV),1607.0,6.1,4
Brujería,La calle del terror (Miniserie de TV),1607.0,6.1,4
Sobrenatural,La calle del terror (Miniserie de TV),1607.0,6.1,4
Serie de antología,La calle del terror (Miniserie de TV),1607.0,6.1,4
Miniserie de TV,La calle del terror (Miniserie de TV),1607.0,6.1,4
Terror,La calle del terror. Parte 2: 1978 ,5753.0,6.0,4
Intriga,La calle del terror. Parte 2: 1978 ,5753.0,6.0,4
Slasher,La calle del terror. Parte 2: 1978 ,5753.0,6.0,4
Sobrenatural,La calle del terror. Parte 2: 1978 ,5753.0,6.0,4
Brujería,La calle del terror. Parte 2: 1978 ,5753.0,6.0,4
Años 70,La calle del terror. Parte 2: 1978 ,5753.0,6.0,4
Secuela,La calle del terror. Parte 2: 1978 ,5753.0,6.0,4
Terror,Gretel y Hansel: Un oscuro cuento de hadas ,5241.0,5.0,4
Fantástico,Gretel y Hansel: Un oscuro cuento de hadas ,5241.0,5.0,4
Cuentos,Gretel y Hansel: Un oscuro cuento de hadas ,5241.0,5.0,4
Siglo XIV,Gretel y Hansel: Un oscuro cuento de hadas ,5241.0,5.0,4
Brujería,Gretel y Hansel: Un oscuro cuento de hadas ,5241.0,5.0,4
Ciencia ficción,2067 ,1899.0,4.0,4
Viajes en el tiempo,2067 ,1899.0,4.0,4
Aventura espacial,2067 ,1899.0,4.0,4
Thriller,Urubú ,264.0,3.3,4
Terror,Cementerio de animales ,8931.0,5.0,4
Sobrenatural,Cementerio de animales ,8931.0,5.0,4
Animales,Cementerio de animales ,8931.0,5.0,4
Remake,Cementerio de animales ,8931.0,5.0,4
Comedia,A pesar de todo ,5583.0,3.8,4
Terror,La monja ,11921.0,4.3,4
Spin-off,La monja ,11921.0,4.3,4
Años 50,La monja ,11921.0,4.3,4
Posesiones / Exorcismos,La monja ,11921.0,4.3,4
Drama,Green Book ,49428.0,7.6,4
Comedia,Green Book ,49428.0,7.6,4
Basado en hechos reales,Green Book ,49428.0,7.6,4
Comedia dramática,Green Book ,49428.0,7.6,4
Drama sureño,Green Book ,49428.0,7.6,4
Años 60,Green Book ,49428.0,7.6,4
Racismo,Green Book ,49428.0,7.6,4
Buddy Film,Green Book ,49428.0,7.6,4
Música,Green Book ,49428.0,7.6,4
Navidad,Green Book ,49428.0,7.6,4
Road Movie,Green Book ,49428.0,7.6,4
Homosexualidad,Green Book ,49428.0,7.6,4
Thriller,Baby Driver ,31183.0,6.5,4
Acción,Baby Driver ,31183.0,6.5,4
Comedia,Baby Driver ,31183.0,6.5,4
Crimen,Baby Driver ,31183.0,6.5,4
Robos & Atracos,Baby Driver ,31183.0,6.5,4
Coches/Automovilismo,Baby Driver ,31183.0,6.5,4
Drama,Más fuerte que el destino ,2763.0,5.9,4
Basado en hechos reales,Más fuerte que el destino ,2763.0,5.9,4
Terrorismo,Más fuerte que el destino ,2763.0,5.9,4
Musical,La llamada ,21920.0,5.7,4
Comedia,La llamada ,21920.0,5.7,4
Religión,La llamada ,21920.0,5.7,4
Adolescencia,La llamada ,21920.0,5.7,4
Terror,1922 ,7408.0,5.4,4
Drama,1922 ,7408.0,5.4,4
Drama psicológico,1922 ,7408.0,5.4,4
Crimen,1922 ,7408.0,5.4,4
Años 20,1922 ,7408.0,5.4,4
Roedores,1922 ,7408.0,5.4,4
Thriller,La cura del bienestar ,9166.0,5.6,4
Intriga,La cura del bienestar ,9166.0,5.6,4
Terror,La cura del bienestar ,9166.0,5.6,4
Thriller psicológico,La cura del bienestar ,9166.0,5.6,4
Drama,Below Her Mouth ,1081.0,5.0,4
Erótico,Below Her Mouth ,1081.0,5.0,4
Homosexualidad,Below Her Mouth ,1081.0,5.0,4
Comedia,Ocho apellidos catalanes ,34409.0,4.4,4
Romance,Ocho apellidos catalanes ,34409.0,4.4,4
Comedia romántica,Ocho apellidos catalanes ,34409.0,4.4,4
Secuela,Ocho apellidos catalanes ,34409.0,4.4,4
Bodas,Ocho apellidos catalanes ,34409.0,4.4,4
Drama,El desafío (The Walk) ,16487.0,6.3,4
Basado en hechos reales,El desafío (The Walk) ,16487.0,6.3,4
Años 70,El desafío (The Walk) ,16487.0,6.3,4
3-D,El desafío (The Walk) ,16487.0,6.3,4
Ciencia ficción,Turbo Kid ,4644.0,5.9,4
Comedia,Turbo Kid ,4644.0,5.9,4
Acción,Turbo Kid ,4644.0,5.9,4
Futuro postapocalíptico,Turbo Kid ,4644.0,5.9,4
Gore,Turbo Kid ,4644.0,5.9,4
Años 90,Turbo Kid ,4644.0,5.9,4
Acción,El corredor del laberinto: Las pruebas ,19137.0,5.2,4
Ciencia ficción,El corredor del laberinto: Las pruebas ,19137.0,5.2,4
Secuela,El corredor del laberinto: Las pruebas ,19137.0,5.2,4
Futuro postapocalíptico,El corredor del laberinto: Las pruebas ,19137.0,5.2,4
Supervivencia,El corredor del laberinto: Las pruebas ,19137.0,5.2,4
Distopía,El corredor del laberinto: Las pruebas ,19137.0,5.2,4
Young Adult,El corredor del laberinto: Las pruebas ,19137.0,5.2,4
Drama,El hijo de Saúl ,12168.0,6.6,4
Holocausto,El hijo de Saúl ,12168.0,6.6,4
II Guerra Mundial,El hijo de Saúl ,12168.0,6.6,4
Nazismo,El hijo de Saúl ,12168.0,6.6,4
Drama carcelario,El hijo de Saúl ,12168.0,6.6,4
Intriga,Círculo ,6992.0,5.5,4
Thriller,Círculo ,6992.0,5.5,4
Ciencia ficción,Círculo ,6992.0,5.5,4
Cine independiente USA,Círculo ,6992.0,5.5,4
Thriller,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Drama,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Crimen,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Policíaco,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Mafia,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Años 70,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Años 80,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Años 90,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Basado en hechos reales,Black Mass: Estrictamente criminal ,17089.0,6.1,4
Serie de TV,Mr. Robot (Serie de TV),26271.0,7.4,4
Thriller,Mr. Robot (Serie de TV),26271.0,7.4,4
Drama,Mr. Robot (Serie de TV),26271.0,7.4,4
Crimen,Mr. Robot (Serie de TV),26271.0,7.4,4
Internet / Informática,Mr. Robot (Serie de TV),26271.0,7.4,4
Drogas,Mr. Robot (Serie de TV),26271.0,7.4,4
Musical,Into the Woods ,11847.0,5.2,4
Fantástico,Into the Woods ,11847.0,5.2,4
Comedia,Into the Woods ,11847.0,5.2,4
Cuentos,Into the Woods ,11847.0,5.2,4
Terror,Babadook ,26857.0,5.9,4
Thriller,Babadook ,26857.0,5.9,4
Sobrenatural,Babadook ,26857.0,5.9,4
Monstruos,Babadook ,26857.0,5.9,4
Cuentos,Babadook ,26857.0,5.9,4
Thriller psicológico,Babadook ,26857.0,5.9,4
Maternidad,Babadook ,26857.0,5.9,4
Drama,Mr. Turner ,5093.0,6.3,4
Biográfico,Mr. Turner ,5093.0,6.3,4
Pintura,Mr. Turner ,5093.0,6.3,4
Siglo XIX,Mr. Turner ,5093.0,6.3,4
Documental,Stop at Nothing: The Lance Armstrong Story ,512.0,6.8,4
Ciclismo,Stop at Nothing: The Lance Armstrong Story ,512.0,6.8,4
Biográfico,Stop at Nothing: The Lance Armstrong Story ,512.0,6.8,4
Documental deportivo,Stop at Nothing: The Lance Armstrong Story ,512.0,6.8,4
Drama,Namnala (C),102.0,5.7,4
Cortometraje,Namnala (C),102.0,5.7,4
Romance,Déjate querer ,1423.0,4.6,4
Comedia,Déjate querer ,1423.0,4.6,4
Comedia romántica,Déjate querer ,1423.0,4.6,4
Comedia,Malditos vecinos ,15330.0,5.1,4
Colegios & Universidad,Malditos vecinos ,15330.0,5.1,4
Familia,Malditos vecinos ,15330.0,5.1,4
Ciencia ficción,La señal ,7719.0,5.2,4
Intriga,La señal ,7719.0,5.2,4
Thriller,La señal ,7719.0,5.2,4
Secuestros / Desapariciones,La señal ,7719.0,5.2,4
Internet / Informática,La señal ,7719.0,5.2,4
Cine independiente USA,La señal ,7719.0,5.2,4
Thriller,El consejero ,12313.0,4.7,4
Crimen,El consejero ,12313.0,4.7,4
Drogas,El consejero ,12313.0,4.7,4
Ciencia ficción,Under the Skin ,13035.0,5.8,4
Drama,Under the Skin ,13035.0,5.8,4
Drama psicológico,Under the Skin ,13035.0,5.8,4
Extraterrestres,Under the Skin ,13035.0,5.8,4
Película de culto,Under the Skin ,13035.0,5.8,4
Comedia,Las brujas de Zugarramurdi ,42612.0,5.6,4
Fantástico,Las brujas de Zugarramurdi ,42612.0,5.6,4
Terror,Las brujas de Zugarramurdi ,42612.0,5.6,4
Comedia de terror,Las brujas de Zugarramurdi ,42612.0,5.6,4
Brujería,Las brujas de Zugarramurdi ,42612.0,5.6,4
Robos & Atracos,Las brujas de Zugarramurdi ,42612.0,5.6,4
Terror,Wolf Creek 2 ,2625.0,5.6,4
Slasher,Wolf Creek 2 ,2625.0,5.6,4
Gore,Wolf Creek 2 ,2625.0,5.6,4
Asesinos en serie,Wolf Creek 2 ,2625.0,5.6,4
Secuela,Wolf Creek 2 ,2625.0,5.6,4
Thriller,The Purge: La noche de las bestias ,35494.0,5.1,4
Terror,The Purge: La noche de las bestias ,35494.0,5.1,4
Thriller futurista,The Purge: La noche de las bestias ,35494.0,5.1,4
Distopía,The Purge: La noche de las bestias ,35494.0,5.1,4
Crimen,The Purge: La noche de las bestias ,35494.0,5.1,4
Sátira,The Purge: La noche de las bestias ,35494.0,5.1,4
Supervivencia,The Purge: La noche de las bestias ,35494.0,5.1,4
Thriller,En trance ,19074.0,6.0,4
Thriller psicológico,En trance ,19074.0,6.0,4
Robos & Atracos,En trance ,19074.0,6.0,4
Neo-noir,En trance ,19074.0,6.0,4
Terror,Dark Touch ,361.0,4.4,4
Sobrenatural,Dark Touch ,361.0,4.4,4
Drama,La ladrona de libros ,25992.0,6.6,4
Nazismo,La ladrona de libros ,25992.0,6.6,4
II Guerra Mundial,La ladrona de libros ,25992.0,6.6,4
Infancia,La ladrona de libros ,25992.0,6.6,4
Literatura,La ladrona de libros ,25992.0,6.6,4
Años 30,La ladrona de libros ,25992.0,6.6,4
Años 40,La ladrona de libros ,25992.0,6.6,4
Thriller,Blue Ruin ,9640.0,6.2,4
Crimen,Blue Ruin ,9640.0,6.2,4
Venganza,Blue Ruin ,9640.0,6.2,4
Neo-noir,Blue Ruin ,9640.0,6.2,4
Cine independiente USA,Blue Ruin ,9640.0,6.2,4
Romance,Todos los días de mi vida ,14630.0,5.6,4
Drama,Todos los días de mi vida ,14630.0,5.6,4
Drama romántico,Todos los días de mi vida ,14630.0,5.6,4
Basado en hechos reales,Todos los días de mi vida ,14630.0,5.6,4
Terror,Sinister ,21592.0,5.9,4
Thriller,Sinister ,21592.0,5.9,4
Asesinos en serie,Sinister ,21592.0,5.9,4
Sobrenatural,Sinister ,21592.0,5.9,4
Drama,Mud ,23939.0,6.8,4
Aventuras,Mud ,23939.0,6.8,4
Vida rural (Norteamérica),Mud ,23939.0,6.8,4
Adolescencia,Mud ,23939.0,6.8,4
Cine independiente USA,Mud ,23939.0,6.8,4
Thriller,Spring Breakers ,19120.0,4.9,4
Drama,Spring Breakers ,19120.0,4.9,4
Drogas,Spring Breakers ,19120.0,4.9,4
Crimen,Spring Breakers ,19120.0,4.9,4
Adolescencia,Spring Breakers ,19120.0,4.9,4
Cine independiente USA,Spring Breakers ,19120.0,4.9,4
Amistad,Spring Breakers ,19120.0,4.9,4
Película de culto,Spring Breakers ,19120.0,4.9,4
Drama psicológico,Spring Breakers ,19120.0,4.9,4
Thriller psicológico,Spring Breakers ,19120.0,4.9,4
Drama,Un asunto real ,7205.0,7.1,4
Romance,Un asunto real ,7205.0,7.1,4
Siglo XVIII,Un asunto real ,7205.0,7.1,4
Histórico,Un asunto real ,7205.0,7.1,4
Drama de época,Un asunto real ,7205.0,7.1,4
Drama romántico,Un asunto real ,7205.0,7.1,4
Drama psicológico,Un asunto real ,7205.0,7.1,4
Ciencia ficción,El atlas de las nubes ,27834.0,6.4,4
Drama,El atlas de las nubes ,27834.0,6.4,4
Romance,El atlas de las nubes ,27834.0,6.4,4
Thriller,El atlas de las nubes ,27834.0,6.4,4
Historias cruzadas,El atlas de las nubes ,27834.0,6.4,4
Cine épico,El atlas de las nubes ,27834.0,6.4,4
Distopía,El atlas de las nubes ,27834.0,6.4,4
Homosexualidad,El atlas de las nubes ,27834.0,6.4,4
Terror,[•REC]³: Génesis ,19034.0,5.1,4
Comedia de terror,[•REC]³: Génesis ,19034.0,5.1,4
Zombis,[•REC]³: Génesis ,19034.0,5.1,4
Gore,[•REC]³: Génesis ,19034.0,5.1,4
Bodas,[•REC]³: Génesis ,19034.0,5.1,4
Precuela,[•REC]³: Génesis ,19034.0,5.1,4
Drama,Holy Motors ,15297.0,6.3,4
Cine experimental,Holy Motors ,15297.0,6.3,4
Surrealismo,Holy Motors ,15297.0,6.3,4
Cine dentro del cine,Holy Motors ,15297.0,6.3,4
Película de culto,Holy Motors ,15297.0,6.3,4
Terror,La mujer de negro ,17672.0,5.5,4
Drama,La mujer de negro ,17672.0,5.5,4
Años 1910-1919,La mujer de negro ,17672.0,5.5,4
Casas encantadas,La mujer de negro ,17672.0,5.5,4
Fantasmas,La mujer de negro ,17672.0,5.5,4
Remake,La mujer de negro ,17672.0,5.5,4
Comedia,The Artist ,59334.0,7.6,4
Drama,The Artist ,59334.0,7.6,4
Romance,The Artist ,59334.0,7.6,4
Melodrama,The Artist ,59334.0,7.6,4
Cine dentro del cine,The Artist ,59334.0,7.6,4
Años 20,The Artist ,59334.0,7.6,4
Años 30,The Artist ,59334.0,7.6,4
Gran Depresión,The Artist ,59334.0,7.6,4
Cine mudo,The Artist ,59334.0,7.6,4
Drama,El rito ,12688.0,5.3,4
Terror,El rito ,12688.0,5.3,4
Thriller,El rito ,12688.0,5.3,4
Sobrenatural,El rito ,12688.0,5.3,4
Posesiones / Exorcismos,El rito ,12688.0,5.3,4
Religión,El rito ,12688.0,5.3,4
Basado en hechos reales,El rito ,12688.0,5.3,4
Drama,Un método peligroso ,24363.0,6.0,4
Biográfico,Un método peligroso ,24363.0,6.0,4
Drama de época,Un método peligroso ,24363.0,6.0,4
Drama psicológico,Un método peligroso ,24363.0,6.0,4
Drama romántico,Un método peligroso ,24363.0,6.0,4
Años 1900 (circa),Un método peligroso ,24363.0,6.0,4
Años 1910-1919,Un método peligroso ,24363.0,6.0,4
Comedia,El cambiazo ,11336.0,5.0,4
Drama,Voice Over (C),1482.0,6.5,4
Ciencia ficción,Voice Over (C),1482.0,6.5,4
Bélico,Voice Over (C),1482.0,6.5,4
Cortometraje,Voice Over (C),1482.0,6.5,4
Historias cruzadas,Voice Over (C),1482.0,6.5,4
Animación,Mighty Antlers (C),150.0,5.0,4
Fantástico,Mighty Antlers (C),150.0,5.0,4
Cortometraje (animación),Mighty Antlers (C),150.0,5.0,4
Fantástico,Caperucita Roja (¿A quién tienes miedo?) ,18578.0,4.8,4
Thriller,Caperucita Roja (¿A quién tienes miedo?) ,18578.0,4.8,4
Intriga,Caperucita Roja (¿A quién tienes miedo?) ,18578.0,4.8,4
Terror,Caperucita Roja (¿A quién tienes miedo?) ,18578.0,4.8,4
Hombres lobo,Caperucita Roja (¿A quién tienes miedo?) ,18578.0,4.8,4
Edad Media,Caperucita Roja (¿A quién tienes miedo?) ,18578.0,4.8,4
Vida rural,Caperucita Roja (¿A quién tienes miedo?) ,18578.0,4.8,4
Cuentos,Caperucita Roja (¿A quién tienes miedo?) ,18578.0,4.8,4
Comedia,Resacón 2: ¡Ahora en Tailandia! ,54583.0,5.8,4
Secuela,Resacón 2: ¡Ahora en Tailandia! ,54583.0,5.8,4
Comedia,Balada triste de trompeta ,42349.0,5.6,4
Drama,Balada triste de trompeta ,42349.0,5.6,4
Thriller,Balada triste de trompeta ,42349.0,5.6,4
Guerra Civil Española,Balada triste de trompeta ,42349.0,5.6,4
Comedia dramática,Balada triste de trompeta ,42349.0,5.6,4
Circo,Balada triste de trompeta ,42349.0,5.6,4
Comedia negra,Balada triste de trompeta ,42349.0,5.6,4
Años 70,Balada triste de trompeta ,42349.0,5.6,4
Payasos,Balada triste de trompeta ,42349.0,5.6,4
Romance,"Come, reza, ama ",14195.0,4.7,4
Comedia,"Come, reza, ama ",14195.0,4.7,4
Drama,"Come, reza, ama ",14195.0,4.7,4
Comedia romántica,"Come, reza, ama ",14195.0,4.7,4
Basado en hechos reales,"Come, reza, ama ",14195.0,4.7,4
Nochevieja / Año nuevo,"Come, reza, ama ",14195.0,4.7,4
Thriller,Salt ,24058.0,5.4,4
Acción,Salt ,24058.0,5.4,4
Espionaje,Salt ,24058.0,5.4,4
Comedia,Como la vida misma ,9898.0,5.5,4
Drama,Como la vida misma ,9898.0,5.5,4
Romance,Como la vida misma ,9898.0,5.5,4
Comedia romántica,Como la vida misma ,9898.0,5.5,4
Terror,Los ojos de Julia ,29383.0,6.1,4
Thriller,Los ojos de Julia ,29383.0,6.1,4
Thriller psicológico,Los ojos de Julia ,29383.0,6.1,4
Discapacidad,Los ojos de Julia ,29383.0,6.1,4
Intriga,Buried (Enterrado) ,58316.0,6.8,4
Thriller,Buried (Enterrado) ,58316.0,6.8,4
Thriller psicológico,Buried (Enterrado) ,58316.0,6.8,4
Secuestros / Desapariciones,Buried (Enterrado) ,58316.0,6.8,4
Supervivencia,Buried (Enterrado) ,58316.0,6.8,4
Comedia,Rubber ,3671.0,5.9,4
Terror,Rubber ,3671.0,5.9,4
Comedia de terror,Rubber ,3671.0,5.9,4
Gore,Rubber ,3671.0,5.9,4
Sátira,Rubber ,3671.0,5.9,4
Cine dentro del cine,Rubber ,3671.0,5.9,4
Romance,No es tan fácil ,11005.0,5.6,4
Comedia,No es tan fácil ,11005.0,5.6,4
Comedia romántica,No es tan fácil ,11005.0,5.6,4
Terror,Saw VI ,15048.0,5.5,4
Gore,Saw VI ,15048.0,5.5,4
Asesinos en serie,Saw VI ,15048.0,5.5,4
Secuestros / Desapariciones,Saw VI ,15048.0,5.5,4
Secuela,Saw VI ,15048.0,5.5,4
Thriller,La huérfana ,22123.0,6.1,4
Intriga,La huérfana ,22123.0,6.1,4
Terror,La huérfana ,22123.0,6.1,4
Thriller psicológico,La huérfana ,22123.0,6.1,4
Asesinos en serie,La huérfana ,22123.0,6.1,4
Adopción,La huérfana ,22123.0,6.1,4
Thriller,Examen ,12981.0,5.9,4
Drama,Examen ,12981.0,5.9,4
Thriller psicológico,Examen ,12981.0,5.9,4
Drama psicológico,Examen ,12981.0,5.9,4
Trabajo/empleo,Examen ,12981.0,5.9,4
Animación,Meet Meline (C),43.0,5.3,4
Drama,Meet Meline (C),43.0,5.3,4
Fantástico,Meet Meline (C),43.0,5.3,4
Infancia,Meet Meline (C),43.0,5.3,4
Cortometraje (animación),Meet Meline (C),43.0,5.3,4
Ciencia ficción,Splice: Experimento mortal ,10296.0,5.0,4
Thriller,Splice: Experimento mortal ,10296.0,5.0,4
Terror,Splice: Experimento mortal ,10296.0,5.0,4
Drama,Siempre a tu lado (Hachiko) ,25878.0,7.1,4
Melodrama,Siempre a tu lado (Hachiko) ,25878.0,7.1,4
Cine familiar,Siempre a tu lado (Hachiko) ,25878.0,7.1,4
Amistad,Siempre a tu lado (Hachiko) ,25878.0,7.1,4
Animales,Siempre a tu lado (Hachiko) ,25878.0,7.1,4
Perros/Lobos,Siempre a tu lado (Hachiko) ,25878.0,7.1,4
Remake,Siempre a tu lado (Hachiko) ,25878.0,7.1,4
Basado en hechos reales,Siempre a tu lado (Hachiko) ,25878.0,7.1,4
Romance,Sexo en Nueva York: La película ,17139.0,5.3,4
Comedia,Sexo en Nueva York: La película ,17139.0,5.3,4
Amistad,Sexo en Nueva York: La película ,17139.0,5.3,4
Comedia romántica,Sexo en Nueva York: La película ,17139.0,5.3,4
Nochevieja / Año nuevo,Sexo en Nueva York: La película ,17139.0,5.3,4
Terror,Saw V ,24637.0,5.4,4
Gore,Saw V ,24637.0,5.4,4
Secuela,Saw V ,24637.0,5.4,4
Asesinos en serie,Saw V ,24637.0,5.4,4
